"","S6809","S6812","S6817","S6831","S6833","S6837","S6840","S6841","S6842","S6844","S6850","S6851","S6853","S6855","S6857","S6859","S6860","S6863","S6869","S6870","S6882","S6897","S6898","S6900","S6959","S6964"
"S6850",0.897070056961203,0.953782501544456,0.963208791567169,0.908873492646942,0.95015174738377,0.828019770004559,0.978961468198079,0.963373318693417,0.954859223093312,0.896873627656822,1,0.966583905825414,0.968255309993634,0.4367162536616,0.909059681064669,0.909042507973871,0.957887821161645,0.920025277258774,0.964112114747903,0.915968268588525,0.929930190986067,0.927028118773586,0.905152574223997,0.934149837389292,0.893981535576057,0.936244712084717
"S6851",0.918597884221281,0.98313266714255,0.978504271181642,0.937387328091603,0.962343539516347,0.746293984613354,0.976872498630704,0.986797337613487,0.913713128946973,0.86329167647414,0.966583905825414,1,0.998724031169241,0.34999526639851,0.911225638653365,0.911253678045136,0.974407368095534,0.938000279229061,0.950814724704652,0.958191103014406,0.9603259867626,0.960412166064521,0.901553165550082,0.967098605363293,0.900944116656671,0.934864333460573
"S6853",0.925355767312639,0.988194653263193,0.983237433577968,0.943118910493828,0.960352337735007,0.757084801351057,0.975470842842228,0.992477904559855,0.90901885984311,0.868788798360857,0.968255309993634,0.998724031169241,1,0.324215584797382,0.923903620193642,0.923930489120677,0.977972974588097,0.942453808936808,0.960675773347313,0.957244774316378,0.962669868293843,0.959334486257768,0.914958493717602,0.963853656884743,0.901543965891416,0.938488527340425
"S6855",0.135948820764562,0.249050690884294,0.292983407853699,0.106388655029014,0.538403281230477,0.541408053536098,0.41945443178792,0.24577299801753,0.626453975601368,0.576600485312883,0.4367162536616,0.34999526639851,0.324215584797382,1,0.181613563602034,0.181581089022003,0.214039859228059,0.109827843108237,0.219256556964831,0.21962902018291,0.182474302383539,0.236515059785572,0.178611398712211,0.255833842793591,0.201213064153218,0.201941042966657
"S6857",0.838579819797646,0.955826023930746,0.954393799571285,0.861219807132452,0.866874187531297,0.734618941082822,0.866287156663036,0.9386674776143,0.793195835028797,0.818575874431332,0.909059681064669,0.911225638653365,0.923903620193642,0.181613563602034,1,0.999999934422433,0.920610722624145,0.913786918536823,0.94572482215509,0.85380864877468,0.865602726701946,0.842715872558256,0.999286801430304,0.849245522279134,0.800865586376803,0.855421674303027
"S6859",0.838606543145779,0.955845306693358,0.954402164259863,0.861257884693381,0.866897301030188,0.734526991847432,0.866293037800205,0.938688452367675,0.793184645452624,0.818593172001884,0.909042507973871,0.911253678045136,0.923930489120677,0.181581089022003,0.999999934422433,1,0.920621439480564,0.913810781156233,0.945751935831343,0.853836398356958,0.865664114854385,0.842767524989,0.99927786543645,0.849264953041192,0.800866625113594,0.855430553078332
"S6860",0.939166944749588,0.975886120935848,0.97374083981059,0.97103750499057,0.897382926210993,0.709316889561066,0.94893233057141,0.983259239106046,0.869040991660037,0.818299502983575,0.957887821161645,0.974407368095534,0.977972974588097,0.214039859228059,0.920610722624145,0.920621439480564,1,0.972179992533878,0.969221393942895,0.963699558226681,0.974837619468027,0.974115561598503,0.914691525253011,0.975218409454704,0.925349446500277,0.970316508141926
"S6863",0.94412070173466,0.944565709706807,0.931802035717922,0.977415709883704,0.827287437555954,0.627987595762431,0.922516097662019,0.958219967224978,0.784391858134831,0.7288831494825,0.920025277258774,0.938000279229061,0.942453808936808,0.109827843108237,0.913786918536823,0.913810781156233,0.972179992533878,1,0.966238137955973,0.961426507593414,0.975234753964522,0.959929621177598,0.905293297838497,0.963421727154888,0.948118985143807,0.971407401697682
"S6869",0.936513403760575,0.968324997715023,0.964965691468222,0.952839465141976,0.894269348001819,0.749019536889023,0.943531406808179,0.978143516114124,0.859194937036878,0.831439880851493,0.964112114747903,0.950814724704652,0.960675773347313,0.219256556964831,0.94572482215509,0.945751935831343,0.969221393942895,0.966238137955973,1,0.924272778396759,0.962631554592341,0.939473944101084,0.939942274970143,0.927859428156731,0.907623432993734,0.951027126135057
"S6870",0.965779684734601,0.928383981938642,0.912861800602913,0.980995199630277,0.878601271020084,0.649477539602469,0.945528663153199,0.958260018101445,0.823815244029022,0.780096726656776,0.915968268588525,0.958191103014406,0.957244774316378,0.21962902018291,0.85380864877468,0.853836398356958,0.963699558226681,0.961426507593414,0.924272778396759,1,0.973184510847925,0.983359840252213,0.840433218860122,0.990460818102195,0.975876771354067,0.975991614759768
"S6882",0.959998436066456,0.946181060409408,0.933769968008371,0.989028075289441,0.871898878033165,0.651738392217198,0.952376093410017,0.968329489377174,0.836872119873553,0.776071219970128,0.929930190986067,0.9603259867626,0.962669868293843,0.182474302383539,0.865602726701946,0.865664114854385,0.974837619468027,0.975234753964522,0.962631554592341,0.973184510847925,1,0.989480104702735,0.853487300881125,0.97933688619695,0.94945452748682,0.977857101512231
"S6897",0.948832253031718,0.936195464358684,0.929114261917055,0.983192077133945,0.87955960973134,0.670612494612019,0.951516642027354,0.956161918330691,0.845035335314601,0.797847927189213,0.927028118773586,0.960412166064521,0.959334486257768,0.236515059785572,0.842715872558256,0.842767524989,0.974115561598503,0.959929621177598,0.939473944101084,0.983359840252213,0.989480104702735,1,0.830231145664629,0.990367105286285,0.959961100470944,0.982230767131502
"S6898",0.825361403155817,0.949533169041599,0.950290407687297,0.849916762427188,0.857803127373959,0.740186317817119,0.857519896706093,0.930409233475386,0.790024307865643,0.816252232405373,0.905152574223997,0.901553165550082,0.914958493717602,0.178611398712211,0.999286801430304,0.99927786543645,0.914691525253011,0.905293297838497,0.939942274970143,0.840433218860122,0.853487300881125,0.830231145664629,1,0.838179071606256,0.78794011598213,0.846905880914113
"S6900",0.941477790321137,0.935829690673237,0.928338870296393,0.975237709570477,0.882439508646272,0.673226677204547,0.962295863914109,0.956557858533702,0.856810231979687,0.789162336079406,0.934149837389292,0.967098605363293,0.963853656884743,0.255833842793591,0.849245522279134,0.849264953041192,0.975218409454704,0.963421727154888,0.927859428156731,0.990460818102195,0.97933688619695,0.990367105286285,0.838179071606256,1,0.96339549030085,0.981212638897659
"S6959",0.964447871391096,0.871137999375418,0.857034796648953,0.970483492626189,0.814179527457638,0.648990259943351,0.920386828109464,0.914089195032903,0.77848054268279,0.728014626716997,0.893981535576057,0.900944116656671,0.901543965891416,0.201213064153218,0.800865586376803,0.800866625113594,0.925349446500277,0.948118985143807,0.907623432993734,0.975876771354067,0.94945452748682,0.959961100470944,0.78794011598213,0.96339549030085,1,0.979551456198952
"S6964",0.956403271233491,0.917605899644571,0.913329119452519,0.986866242822873,0.845984311895213,0.702691873017445,0.948730512740402,0.947367272253677,0.835653515044235,0.790687804413347,0.936244712084717,0.934864333460573,0.938488527340425,0.201941042966657,0.855421674303027,0.855430553078332,0.970316508141926,0.971407401697682,0.951027126135057,0.975991614759768,0.977857101512231,0.982230767131502,0.846905880914113,0.981212638897659,0.979551456198952,1
