"","basin_ID","Axis","Country","Correlation","Site_ID1","Site_ID2"
"S9721.S9167.1","7080049270","Axis2","USA","0.345560731883992","S9721","S9167"
"S9965.S9167.1","7080049270","Axis2","USA","0.25350095347026","S9965","S9167"
"S9449.S9315.1","7080049270","Axis2","USA","0.795792122468267","S9449","S9315"
"S9583.S9315.1","7080049270","Axis2","USA","-0.034998254580362","S9583","S9315"
"S9721.S9315.1","7080049270","Axis2","USA","0.432349460867357","S9721","S9315"
"S9965.S9315.1","7080049270","Axis2","USA","0.135387126190885","S9965","S9315"
"S9583.S9449.1","7080049270","Axis2","USA","0.226252505214305","S9583","S9449"
"S9721.S9449.1","7080049270","Axis2","USA","0.414587555536209","S9721","S9449"
"S9965.S9449.1","7080049270","Axis2","USA","0.229312963431001","S9965","S9449"
"S9721.S9583.1","7080049270","Axis2","USA","-0.204656937963634","S9721","S9583"
"S9965.S9583.1","7080049270","Axis2","USA","0.176019732896708","S9965","S9583"
"S9965.S9721.1","7080049270","Axis2","USA","0.277994993971421","S9965","S9721"
"S10328.S10203","7080047060","Axis1","USA","0.342580710882476","S10328","S10203"
"S10458.S10203","7080047060","Axis1","USA","0.349137557207314","S10458","S10203"
"S10580.S10203","7080047060","Axis1","USA","0.178751629849523","S10580","S10203"
"S10806.S10203","7080047060","Axis1","USA","0.0939976681549644","S10806","S10203"
"S10918.S10203","7080047060","Axis1","USA","0.165492612621155","S10918","S10203"
"S11151.S10203","7080047060","Axis1","USA","-0.475198121108578","S11151","S10203"
"S11264.S10203","7080047060","Axis1","USA","-0.207129799664891","S11264","S10203"
"S11383.S10203","7080047060","Axis1","USA","-0.146404288926813","S11383","S10203"
"S11384.S10203","7080047060","Axis1","USA","0.611840355131771","S11384","S10203"
"S11498.S10203","7080047060","Axis1","USA","0.173152109542525","S11498","S10203"
"S11618.S10203","7080047060","Axis1","USA","-0.131160298696762","S11618","S10203"
"S11784.S10203","7080047060","Axis1","USA","0.38097472793331","S11784","S10203"
"S11804.S10203","7080047060","Axis1","USA","0.614832608717348","S11804","S10203"
"S11816.S10203","7080047060","Axis1","USA","-0.346701620703103","S11816","S10203"
"S11830.S10203","7080047060","Axis1","USA","0.0135752119625982","S11830","S10203"
"S11849.S10203","7080047060","Axis1","USA","0.0790610763808372","S11849","S10203"
"S11872.S10203","7080047060","Axis1","USA","-0.442337952658718","S11872","S10203"
"S11988.S10203","7080047060","Axis1","USA","0.324711461498498","S11988","S10203"
"S1296.S10203","7080047060","Axis1","USA","-0.157472902998075","S1296","S10203"
"S1298.S10203","7080047060","Axis1","USA","0.487980777158779","S1298","S10203"
"S1664.S10203","7080047060","Axis1","USA","0.598835502899555","S1664","S10203"
"S1697.S10203","7080047060","Axis1","USA","0.254051451846385","S1697","S10203"
"S176.S10203","7080047060","Axis1","USA","0.273637050983852","S176","S10203"
"S3234.S10203","7080047060","Axis1","USA","0.570596728566476","S3234","S10203"
"S4287.S10203","7080047060","Axis1","USA","0.518133272688304","S4287","S10203"
"S4401.S10203","7080047060","Axis1","USA","0.190333991083764","S4401","S10203"
"S4573.S10203","7080047060","Axis1","USA","-0.354703500969418","S4573","S10203"
"S4668.S10203","7080047060","Axis1","USA","0.652008504321152","S4668","S10203"
"S5110.S10203","7080047060","Axis1","USA","0.182269803313332","S5110","S10203"
"S5557.S10203","7080047060","Axis1","USA","0.480468898906107","S5557","S10203"
"S5610.S10203","7080047060","Axis1","USA","0.265756354302659","S5610","S10203"
"S5646.S10203","7080047060","Axis1","USA","0.323491134665456","S5646","S10203"
"S6018.S10203","7080047060","Axis1","USA","0.447422368894256","S6018","S10203"
"S6120.S10203","7080047060","Axis1","USA","-0.0230467725297914","S6120","S10203"
"S6165.S10203","7080047060","Axis1","USA","0.209629642391257","S6165","S10203"
"S6923.S10203","7080047060","Axis1","USA","0.708306278116337","S6923","S10203"
"S8633.S10203","7080047060","Axis1","USA","0.49226428521561","S8633","S10203"
"S8702.S10203","7080047060","Axis1","USA","0.0932264124267513","S8702","S10203"
"S8888.S10203","7080047060","Axis1","USA","0.259933050409454","S8888","S10203"
"S9019.S10203","7080047060","Axis1","USA","0.78983414096995","S9019","S10203"
"S9163.S10203","7080047060","Axis1","USA","0.258746476609202","S9163","S10203"
"S9165.S10203","7080047060","Axis1","USA","-0.0374781000489104","S9165","S10203"
"S9269.S10203","7080047060","Axis1","USA","0.117092897098762","S9269","S10203"
"S9272.S10203","7080047060","Axis1","USA","-0.0152942952213729","S9272","S10203"
"S9313.S10203","7080047060","Axis1","USA","0.518200594888279","S9313","S10203"
"S936.S10203","7080047060","Axis1","USA","0.0656500621194302","S936","S10203"
"S9445.S10203","7080047060","Axis1","USA","0.339442722466644","S9445","S10203"
"S9447.S10203","7080047060","Axis1","USA","-0.56042849996213","S9447","S10203"
"S9840.S10203","7080047060","Axis1","USA","0.148922985691994","S9840","S10203"
"S995.S10203","7080047060","Axis1","USA","-0.104766211113475","S995","S10203"
"S9964.S10203","7080047060","Axis1","USA","0.60662551289294","S9964","S10203"
"S10458.S10328","7080047060","Axis1","USA","0.267713826306799","S10458","S10328"
"S10580.S10328","7080047060","Axis1","USA","0.163903747872739","S10580","S10328"
"S10806.S10328","7080047060","Axis1","USA","-0.106083458468156","S10806","S10328"
"S10918.S10328","7080047060","Axis1","USA","-0.14259076721635","S10918","S10328"
"S11151.S10328","7080047060","Axis1","USA","0.226186667878722","S11151","S10328"
"S11264.S10328","7080047060","Axis1","USA","0.125747482373375","S11264","S10328"
"S11383.S10328","7080047060","Axis1","USA","0.087494924429326","S11383","S10328"
"S11384.S10328","7080047060","Axis1","USA","-0.0880662405006265","S11384","S10328"
"S11498.S10328","7080047060","Axis1","USA","0.132972742821471","S11498","S10328"
"S11618.S10328","7080047060","Axis1","USA","0.231935814363873","S11618","S10328"
"S11784.S10328","7080047060","Axis1","USA","0.595075911767656","S11784","S10328"
"S11804.S10328","7080047060","Axis1","USA","-0.122734745947347","S11804","S10328"
"S11816.S10328","7080047060","Axis1","USA","0.194009046943259","S11816","S10328"
"S11830.S10328","7080047060","Axis1","USA","0.049636087221548","S11830","S10328"
"S11849.S10328","7080047060","Axis1","USA","0.166958407452743","S11849","S10328"
"S11872.S10328","7080047060","Axis1","USA","-0.0100037813212892","S11872","S10328"
"S11988.S10328","7080047060","Axis1","USA","0.108813748098482","S11988","S10328"
"S1296.S10328","7080047060","Axis1","USA","-0.0916687266737551","S1296","S10328"
"S1298.S10328","7080047060","Axis1","USA","0.200915815051476","S1298","S10328"
"S1664.S10328","7080047060","Axis1","USA","0.789049975309001","S1664","S10328"
"S1697.S10328","7080047060","Axis1","USA","0.477495033365122","S1697","S10328"
"S176.S10328","7080047060","Axis1","USA","0.496704766963251","S176","S10328"
"S3234.S10328","7080047060","Axis1","USA","-0.129706301280272","S3234","S10328"
"S4287.S10328","7080047060","Axis1","USA","0.267878325219276","S4287","S10328"
"S4401.S10328","7080047060","Axis1","USA","-0.0501931429563916","S4401","S10328"
"S4573.S10328","7080047060","Axis1","USA","-0.0396472943253528","S4573","S10328"
"S4668.S10328","7080047060","Axis1","USA","0.396438812427538","S4668","S10328"
"S5110.S10328","7080047060","Axis1","USA","-0.409309281719136","S5110","S10328"
"S5557.S10328","7080047060","Axis1","USA","-0.174479096734238","S5557","S10328"
"S5610.S10328","7080047060","Axis1","USA","0.683578521556255","S5610","S10328"
"S5646.S10328","7080047060","Axis1","USA","0.40863484225606","S5646","S10328"
"S6018.S10328","7080047060","Axis1","USA","-0.124561346400934","S6018","S10328"
"S6120.S10328","7080047060","Axis1","USA","0.592985009009029","S6120","S10328"
"S6165.S10328","7080047060","Axis1","USA","0.631287223243509","S6165","S10328"
"S6923.S10328","7080047060","Axis1","USA","0.419718196507335","S6923","S10328"
"S8633.S10328","7080047060","Axis1","USA","0.467464860317572","S8633","S10328"
"S8702.S10328","7080047060","Axis1","USA","0.102963207969335","S8702","S10328"
"S8888.S10328","7080047060","Axis1","USA","0.343942180488556","S8888","S10328"
"S9019.S10328","7080047060","Axis1","USA","0.467123427953759","S9019","S10328"
"S9163.S10328","7080047060","Axis1","USA","-0.290545424022376","S9163","S10328"
"S9165.S10328","7080047060","Axis1","USA","0.265774319452455","S9165","S10328"
"S9269.S10328","7080047060","Axis1","USA","0.294976821709167","S9269","S10328"
"S9272.S10328","7080047060","Axis1","USA","0.23379984157788","S9272","S10328"
"S9313.S10328","7080047060","Axis1","USA","0.198879912028123","S9313","S10328"
"S936.S10328","7080047060","Axis1","USA","0.394787369597877","S936","S10328"
"S9445.S10328","7080047060","Axis1","USA","0.155106109690373","S9445","S10328"
"S9447.S10328","7080047060","Axis1","USA","-0.525448272756438","S9447","S10328"
"S9840.S10328","7080047060","Axis1","USA","0.185620601718489","S9840","S10328"
"S995.S10328","7080047060","Axis1","USA","-0.598937934649289","S995","S10328"
"S9964.S10328","7080047060","Axis1","USA","0.44881897450491","S9964","S10328"
"S10580.S10458","7080047060","Axis1","USA","0.881917855932099","S10580","S10458"
"S10806.S10458","7080047060","Axis1","USA","0.506942004251403","S10806","S10458"
"S10918.S10458","7080047060","Axis1","USA","0.345732524066424","S10918","S10458"
"S11151.S10458","7080047060","Axis1","USA","0.371559534873275","S11151","S10458"
"S11264.S10458","7080047060","Axis1","USA","-0.435609059521351","S11264","S10458"
"S11383.S10458","7080047060","Axis1","USA","0.21433598661239","S11383","S10458"
"S11384.S10458","7080047060","Axis1","USA","0.509233540133317","S11384","S10458"
"S11498.S10458","7080047060","Axis1","USA","0.0152675560845829","S11498","S10458"
"S11618.S10458","7080047060","Axis1","USA","0.667933608029561","S11618","S10458"
"S11784.S10458","7080047060","Axis1","USA","0.572627752892309","S11784","S10458"
"S11804.S10458","7080047060","Axis1","USA","-0.151744620836574","S11804","S10458"
"S11816.S10458","7080047060","Axis1","USA","0.302437819029089","S11816","S10458"
"S11830.S10458","7080047060","Axis1","USA","-0.161601222747769","S11830","S10458"
"S11849.S10458","7080047060","Axis1","USA","0.565145378482298","S11849","S10458"
"S11872.S10458","7080047060","Axis1","USA","-0.0814403323222323","S11872","S10458"
"S11988.S10458","7080047060","Axis1","USA","0.122193805899266","S11988","S10458"
"S1296.S10458","7080047060","Axis1","USA","0.134145554586845","S1296","S10458"
"S1298.S10458","7080047060","Axis1","USA","-0.456171061949359","S1298","S10458"
"S1664.S10458","7080047060","Axis1","USA","0.63413119808031","S1664","S10458"
"S1697.S10458","7080047060","Axis1","USA","0.255619043977364","S1697","S10458"
"S176.S10458","7080047060","Axis1","USA","0.695940891010078","S176","S10458"
"S3234.S10458","7080047060","Axis1","USA","0.0913953376756215","S3234","S10458"
