"","Axis1","Axis2","site_year","site","MAIN_BAS","origin","sINGEO_ID","year"
"900_2013",-2.92335007994275,0.542689208552635,"900_2013",900,"2080030370","Sweden",900,2013
"902_2004",1.64229384614574,2.04807850931909,"902_2004",902,"2080030370","Sweden",902,2004
"902_2006",1.89605777221214,2.13724045029095,"902_2006",902,"2080030370","Sweden",902,2006
"902_2007",1.39898084218467,1.91783951924071,"902_2007",902,"2080030370","Sweden",902,2007
"902_2008",1.22849622036161,1.82658362823341,"902_2008",902,"2080030370","Sweden",902,2008
"902_2010",0.855217865540719,1.43026753085853,"902_2010",902,"2080030370","Sweden",902,2010
"902_2011",-0.88409202126307,0.552167701170823,"902_2011",902,"2080030370","Sweden",902,2011
"902_2012",-0.534105581382679,0.883109687949302,"902_2012",902,"2080030370","Sweden",902,2012
"902_2013",-0.8129054001734,0.733875548210725,"902_2013",902,"2080030370","Sweden",902,2013
"903_2004",2.24121024014123,-0.195049748713362,"903_2004",903,"2080030370","Sweden",903,2004
"903_2005",-0.469261493710478,0.880270985091512,"903_2005",903,"2080030370","Sweden",903,2005
"903_2006",-1.76467890255501,0.246860190706514,"903_2006",903,"2080030370","Sweden",903,2006
"903_2007",1.23174189106856,0.0508835239562159,"903_2007",903,"2080030370","Sweden",903,2007
"903_2008",-1.0824981789141,0.788549590840314,"903_2008",903,"2080030370","Sweden",903,2008
"903_2009",-1.22398472634744,0.804736055498961,"903_2009",903,"2080030370","Sweden",903,2009
"903_2010",-1.75591695718067,0.733850824624901,"903_2010",903,"2080030370","Sweden",903,2010
"903_2011",-1.51792453154001,0.270515293739401,"903_2011",903,"2080030370","Sweden",903,2011
"903_2012",-1.17798980466641,0.32763625701953,"903_2012",903,"2080030370","Sweden",903,2012
"903_2013",-2.06065503749677,0.789776939477861,"903_2013",903,"2080030370","Sweden",903,2013
"907_2004",1.15941020699806,-0.134546944486693,"907_2004",907,"2080030370","Sweden",907,2004
"907_2005",2.02246201405853,-0.21447719223006,"907_2005",907,"2080030370","Sweden",907,2005
"907_2006",1.60096577716754,0.199359052244758,"907_2006",907,"2080030370","Sweden",907,2006
"907_2007",1.78066256378269,-0.572009558681203,"907_2007",907,"2080030370","Sweden",907,2007
"907_2008",-0.322373695957097,0.201166099997646,"907_2008",907,"2080030370","Sweden",907,2008
"907_2009",-0.501553044560673,1.08256763086243,"907_2009",907,"2080030370","Sweden",907,2009
"907_2010",2.04699190916685,0.0955259760397697,"907_2010",907,"2080030370","Sweden",907,2010
"907_2011",-1.31769147244902,1.37596715482522,"907_2011",907,"2080030370","Sweden",907,2011
"907_2012",0.812886866013464,0.744722196845691,"907_2012",907,"2080030370","Sweden",907,2012
"907_2013",-0.349601645370351,1.36919918349911,"907_2013",907,"2080030370","Sweden",907,2013
"908_2004",-0.0651847561712949,1.1491042894347,"908_2004",908,"2080030420","Sweden",908,2004
"908_2005",-0.872822849110967,1.38800682149536,"908_2005",908,"2080030420","Sweden",908,2005
"908_2006",-0.512029753083789,1.04202523859397,"908_2006",908,"2080030420","Sweden",908,2006
"908_2007",-1.98029558629232,1.18601182903867,"908_2007",908,"2080030420","Sweden",908,2007
"908_2008",-1.04830746001146,0.45393524440095,"908_2008",908,"2080030420","Sweden",908,2008
"908_2009",-1.3976480661443,0.41333635528372,"908_2009",908,"2080030420","Sweden",908,2009
"908_2010",-2.85887524644812,0.892250719471232,"908_2010",908,"2080030420","Sweden",908,2010
"908_2012",-1.64933550013239,0.829348238259318,"908_2012",908,"2080030420","Sweden",908,2012
"908_2013",-0.445328221932836,0.653800365196178,"908_2013",908,"2080030420","Sweden",908,2013
"909_2004",-1.96128219533049,0.570733246710869,"909_2004",909,"2080030420","Sweden",909,2004
"909_2005",-2.21716019363421,0.945692374130583,"909_2005",909,"2080030420","Sweden",909,2005
"909_2006",-0.78758109217936,0.92879280093273,"909_2006",909,"2080030420","Sweden",909,2006
"909_2007",-1.53211712328017,1.11539433258516,"909_2007",909,"2080030420","Sweden",909,2007
"909_2008",-0.1472933408805,0.057533090045452,"909_2008",909,"2080030420","Sweden",909,2008
"909_2009",-2.02980728998603,0.445355703376875,"909_2009",909,"2080030420","Sweden",909,2009
"909_2010",-1.74024520364629,0.625837753155256,"909_2010",909,"2080030420","Sweden",909,2010
"909_2012",-1.62810533092954,0.8978180312238,"909_2012",909,"2080030420","Sweden",909,2012
"909_2013",-0.783373234197755,0.881802612318286,"909_2013",909,"2080030420","Sweden",909,2013
"91_2004",3.81276330400987,2.58449043314113,"91_2004",91,"5080070440","Australia",91,2004
"91_2005",4.1042877322478,2.76263769314188,"91_2005",91,"5080070440","Australia",91,2005
"91_2006",3.92077573456749,2.6632764005067,"91_2006",91,"5080070440","Australia",91,2006
"91_2007",4.04432234306147,2.78079697842781,"91_2007",91,"5080070440","Australia",91,2007
"91_2009",3.52199979935499,1.18783675975149,"91_2009",91,"5080070440","Australia",91,2009
"91_2010",3.85289022030628,2.59333027191416,"91_2010",91,"5080070440","Australia",91,2010
"91_2011",3.55403639944463,1.48181973413233,"91_2011",91,"5080070440","Australia",91,2011
"91_2012",3.50554785380249,0.879954186294448,"91_2012",91,"5080070440","Australia",91,2012
"91_2013",3.71499969659295,1.85093748981713,"91_2013",91,"5080070440","Australia",91,2013
"910_2004",0.122149565798549,1.21956262527279,"910_2004",910,"2080030420","Sweden",910,2004
"910_2005",-1.16569332884932,1.13029201320483,"910_2005",910,"2080030420","Sweden",910,2005
"910_2006",1.64252164431919,0.986846248097753,"910_2006",910,"2080030420","Sweden",910,2006
"910_2007",-2.08030006874246,0.796686092415273,"910_2007",910,"2080030420","Sweden",910,2007
"910_2008",-1.13703549968345,0.114115319299703,"910_2008",910,"2080030420","Sweden",910,2008
"910_2009",-2.07417483434422,0.372055879631719,"910_2009",910,"2080030420","Sweden",910,2009
"910_2010",-1.28594979080948,0.582393878579243,"910_2010",910,"2080030420","Sweden",910,2010
"910_2012",-1.72316358030787,0.619175745472549,"910_2012",910,"2080030420","Sweden",910,2012
"910_2013",-0.583968257511155,1.36097180840636,"910_2013",910,"2080030420","Sweden",910,2013
"911_2004",2.89969989296046,0.617366129265085,"911_2004",911,"2080030370","Sweden",911,2004
"911_2005",1.60202565537535,-0.30156535012558,"911_2005",911,"2080030370","Sweden",911,2005
"911_2006",1.84608854281812,0.432011444470608,"911_2006",911,"2080030370","Sweden",911,2006
"911_2007",2.47268075051785,-0.686407792936455,"911_2007",911,"2080030370","Sweden",911,2007
"911_2008",2.88954159543036,-0.0607989346523943,"911_2008",911,"2080030370","Sweden",911,2008
"911_2009",1.49353571357682,0.23324177833721,"911_2009",911,"2080030370","Sweden",911,2009
"911_2010",1.45104372524409,-0.0322404251381714,"911_2010",911,"2080030370","Sweden",911,2010
"911_2011",2.19304984698007,-0.0552723195308506,"911_2011",911,"2080030370","Sweden",911,2011
"911_2012",2.70111335803104,0.202522252587299,"911_2012",911,"2080030370","Sweden",911,2012
"911_2013",-4.18757654071113,0.447987342810332,"911_2013",911,"2080030370","Sweden",911,2013
"912_2004",-1.59388272758417,0.925252350914383,"912_2004",912,"2080030420","Sweden",912,2004
"912_2006",-1.18637158648733,0.81365375254105,"912_2006",912,"2080030420","Sweden",912,2006
"912_2007",-2.20451431483399,0.935573092031914,"912_2007",912,"2080030420","Sweden",912,2007
"912_2008",-2.05937305720815,0.985251179700061,"912_2008",912,"2080030420","Sweden",912,2008
"912_2009",-2.04360663553725,0.706672047800457,"912_2009",912,"2080030420","Sweden",912,2009
"912_2010",-0.63097970584291,-0.0430143286870754,"912_2010",912,"2080030420","Sweden",912,2010
"912_2012",-1.39132609403196,1.09146324238334,"912_2012",912,"2080030420","Sweden",912,2012
"912_2013",-2.18871260573558,1.02497107609469,"912_2013",912,"2080030420","Sweden",912,2013
"913_2004",-0.924073426499754,1.15612348293935,"913_2004",913,"2080030420","Sweden",913,2004
"913_2005",-1.79406891971336,1.19252712857709,"913_2005",913,"2080030420","Sweden",913,2005
"913_2006",-1.24813413475622,1.26482592133379,"913_2006",913,"2080030420","Sweden",913,2006
"913_2007",-4.18757654071113,0.447987342810332,"913_2007",913,"2080030420","Sweden",913,2007
"913_2008",-0.780839306531143,0.358975732963664,"913_2008",913,"2080030420","Sweden",913,2008
"913_2009",-2.11684595613235,0.782656579871534,"913_2009",913,"2080030420","Sweden",913,2009
"913_2010",-1.82173303058171,1.17133067787935,"913_2010",913,"2080030420","Sweden",913,2010
"913_2012",0.162550525416527,0.787557278220667,"913_2012",913,"2080030420","Sweden",913,2012
"913_2013",-2.89534902295455,0.837300185455064,"913_2013",913,"2080030420","Sweden",913,2013
"914_2004",-1.58635027891029,0.465938141831178,"914_2004",914,"2080030420","Sweden",914,2004
"914_2005",-2.0498206972118,1.11069331817437,"914_2005",914,"2080030420","Sweden",914,2005
"914_2006",0.603654112924053,0.162394870489833,"914_2006",914,"2080030420","Sweden",914,2006
"914_2007",-2.50583867067775,1.01029171327002,"914_2007",914,"2080030420","Sweden",914,2007
"914_2008",-1.74433731440527,0.410927868195475,"914_2008",914,"2080030420","Sweden",914,2008
"914_2009",-1.74433731440527,0.410927868195475,"914_2009",914,"2080030420","Sweden",914,2009
"914_2010",0.296642798130722,0.141704601544647,"914_2010",914,"2080030420","Sweden",914,2010
"914_2012",0.0139270299432536,0.260525127620768,"914_2012",914,"2080030420","Sweden",914,2012
"914_2013",-3.20609345707054,0.53306207208856,"914_2013",914,"2080030420","Sweden",914,2013
"915_2004",0.0494215122141968,-0.543179763173672,"915_2004",915,"2080033020","Sweden",915,2004
"915_2005",-1.22869596883451,0.0433562387629384,"915_2005",915,"2080033020","Sweden",915,2005
"915_2006",0.60640127609928,-0.494978767776153,"915_2006",915,"2080033020","Sweden",915,2006
"915_2008",-1.19883414721349,0.298280246164842,"915_2008",915,"2080033020","Sweden",915,2008
"915_2009",-0.271750357023339,-0.0664903075540835,"915_2009",915,"2080033020","Sweden",915,2009
"915_2010",-1.33704905949996,0.453315365502198,"915_2010",915,"2080033020","Sweden",915,2010
"915_2011",-0.520913520838262,-0.632509896746286,"915_2011",915,"2080033020","Sweden",915,2011
"915_2012",-0.821581945398369,0.201796491442707,"915_2012",915,"2080033020","Sweden",915,2012
"915_2013",-0.368767366412873,-0.735711652432133,"915_2013",915,"2080033020","Sweden",915,2013
"916_2004",-2.24373153281819,0.35397267532451,"916_2004",916,"2080030420","Sweden",916,2004
"916_2005",-3.35870163726193,0.602615501824846,"916_2005",916,"2080030420","Sweden",916,2005
"916_2006",-2.12271084825282,0.760186157934639,"916_2006",916,"2080030420","Sweden",916,2006
"916_2007",-1.31702396944726,1.40778273376739,"916_2007",916,"2080030420","Sweden",916,2007
"916_2008",-1.84997576803903,0.258706082917331,"916_2008",916,"2080030420","Sweden",916,2008
"916_2009",-2.56966811650043,0.627922111310678,"916_2009",916,"2080030420","Sweden",916,2009
"916_2010",-0.871220201591736,0.173813951745372,"916_2010",916,"2080030420","Sweden",916,2010
"916_2012",-0.263261749429429,0.635856635826748,"916_2012",916,"2080030420","Sweden",916,2012
"916_2013",-3.13851545996943,0.595571244062445,"916_2013",916,"2080030420","Sweden",916,2013
"919_2004",2.57982887568763,-0.805203202179587,"919_2004",919,"2080030370","Sweden",919,2004
"919_2005",2.76896304396455,-0.807600074868427,"919_2005",919,"2080030370","Sweden",919,2005
"919_2006",2.52541449015709,-1.0452328598505,"919_2006",919,"2080030370","Sweden",919,2006
"919_2007",2.78116155277668,-0.732048824840209,"919_2007",919,"2080030370","Sweden",919,2007
"919_2008",2.60458037538944,-0.833995958188598,"919_2008",919,"2080030370","Sweden",919,2008
"919_2009",2.65169533505145,0.619463837185237,"919_2009",919,"2080030370","Sweden",919,2009
"919_2010",2.61152176277722,-0.0607910521502128,"919_2010",919,"2080030370","Sweden",919,2010
"919_2011",2.65671491972109,-0.557548835287613,"919_2011",919,"2080030370","Sweden",919,2011
"919_2012",2.76852102174274,1.11752283891769,"919_2012",919,"2080030370","Sweden",919,2012
"919_2013",2.8464341080901,0.163484119541181,"919_2013",919,"2080030370","Sweden",919,2013
"92_2004",0.733060059250288,-0.206006315681561,"92_2004",92,"5080070440","Australia",92,2004
"92_2005",2.03170272788989,0.56728276074548,"92_2005",92,"5080070440","Australia",92,2005
"92_2006",1.96048745310839,-0.0881027367025818,"92_2006",92,"5080070440","Australia",92,2006
"92_2007",2.2933525318008,-0.68056046335729,"92_2007",92,"5080070440","Australia",92,2007
"92_2008",3.41109020841431,0.753421263299369,"92_2008",92,"5080070440","Australia",92,2008
"92_2009",1.70826382424591,-1.36606945032168,"92_2009",92,"5080070440","Australia",92,2009
"92_2010",2.00339252465652,-1.43119146214096,"92_2010",92,"5080070440","Australia",92,2010
"92_2011",2.34310791698052,-1.15540434177755,"92_2011",92,"5080070440","Australia",92,2011
"92_2012",2.2432316735503,-1.0131440955367,"92_2012",92,"5080070440","Australia",92,2012
"92_2013",1.85047097510979,-0.474630337772333,"92_2013",92,"5080070440","Australia",92,2013
"920_2004",-0.676115276785828,0.703142505847402,"920_2004",920,"2080030420","Sweden",920,2004
"920_2005",-3.0768707931269,0.783634088415813,"920_2005",920,"2080030420","Sweden",920,2005
"920_2006",-0.700630407136583,0.216878185157026,"920_2006",920,"2080030420","Sweden",920,2006
"920_2007",-1.5022209095288,1.34586045047984,"920_2007",920,"2080030420","Sweden",920,2007
"920_2008",-1.96017002392632,0.292293370325507,"920_2008",920,"2080030420","Sweden",920,2008
"920_2009",-2.97769146429175,0.362842853024498,"920_2009",920,"2080030420","Sweden",920,2009
"920_2010",0.565873808047801,-0.0472361198146528,"920_2010",920,"2080030420","Sweden",920,2010
"920_2012",0.279490385190357,-0.0154927123668449,"920_2012",920,"2080030420","Sweden",920,2012
"920_2013",-3.2583821383971,0.511350958335199,"920_2013",920,"2080030420","Sweden",920,2013
"921_2004",2.89302849792978,-0.0392028652791103,"921_2004",921,"2080030370","Sweden",921,2004
"921_2005",3.16037606584941,1.61660959995004,"921_2005",921,"2080030370","Sweden",921,2005
"921_2006",2.91761206814789,0.358628493289855,"921_2006",921,"2080030370","Sweden",921,2006
"921_2007",2.61545417675387,-0.424859166466671,"921_2007",921,"2080030370","Sweden",921,2007
"921_2008",2.55391890569613,-0.538866782952962,"921_2008",921,"2080030370","Sweden",921,2008
"921_2009",2.27623633512148,1.68330485060897,"921_2009",921,"2080030370","Sweden",921,2009
"921_2010",2.51181451642559,1.03230068781457,"921_2010",921,"2080030370","Sweden",921,2010
"921_2011",2.48878429870322,-0.0359980926837916,"921_2011",921,"2080030370","Sweden",921,2011
"921_2012",3.0087121489039,0.677281794733786,"921_2012",921,"2080030370","Sweden",921,2012
"921_2013",2.93403076813997,0.460317423252078,"921_2013",921,"2080030370","Sweden",921,2013
"922_2004",-0.970234585474091,0.0192064053627649,"922_2004",922,"2080030420","Sweden",922,2004
"922_2005",-2.89117975004511,0.678252761978998,"922_2005",922,"2080030420","Sweden",922,2005
"922_2006",-1.50624853365401,0.359134720076768,"922_2006",922,"2080030420","Sweden",922,2006
"922_2007",-2.64140359431082,0.941847961328398,"922_2007",922,"2080030420","Sweden",922,2007
"922_2008",-2.68529506101249,0.244997969673656,"922_2008",922,"2080030420","Sweden",922,2008
"922_2009",-3.65036101666478,0.449293299919709,"922_2009",922,"2080030420","Sweden",922,2009
"922_2010",-0.773151848604034,-0.184095627061397,"922_2010",922,"2080030420","Sweden",922,2010
"922_2012",-1.51382330357613,-0.340678451422939,"922_2012",922,"2080030420","Sweden",922,2012
"922_2013",-3.15919900889899,0.324685371226453,"922_2013",922,"2080030420","Sweden",922,2013
"923_2004",0.549952560466649,0.0668107537224487,"923_2004",923,"2080030420","Sweden",923,2004
"923_2005",-1.48288967770001,0.204612706339693,"923_2005",923,"2080030420","Sweden",923,2005
"923_2006",-1.41348380518361,0.0568121600145426,"923_2006",923,"2080030420","Sweden",923,2006
"923_2007",-1.41730554246779,0.0369869997401602,"923_2007",923,"2080030420","Sweden",923,2007
"923_2008",-1.16404452746997,0.39008749928091,"923_2008",923,"2080030420","Sweden",923,2008
"923_2009",-1.11277656932632,0.327042572281678,"923_2009",923,"2080030420","Sweden",923,2009
"923_2010",0.284677462738474,0.253087651992832,"923_2010",923,"2080030420","Sweden",923,2010
"923_2011",-1.33704905949996,0.453315365502198,"923_2011",923,"2080030420","Sweden",923,2011
"923_2012",-0.502805168301593,0.361277439573291,"923_2012",923,"2080030420","Sweden",923,2012
"923_2013",-1.09053897182008,0.282676647007049,"923_2013",923,"2080030420","Sweden",923,2013
"926_2005",-1.33704905949996,0.453315365502198,"926_2005",926,"2080033080","Sweden",926,2005
"926_2006",-1.33704905949996,0.453315365502198,"926_2006",926,"2080033080","Sweden",926,2006
"926_2007",-1.33704905949996,0.453315365502198,"926_2007",926,"2080033080","Sweden",926,2007
"926_2008",-1.50397080135228,0.299309941851778,"926_2008",926,"2080033080","Sweden",926,2008
"926_2009",-1.1321839244083,0.353352736068297,"926_2009",926,"2080033080","Sweden",926,2009
"926_2010",-1.64533880485295,0.0888709588038534,"926_2010",926,"2080033080","Sweden",926,2010
"926_2011",-1.38346445977219,0.273052042503598,"926_2011",926,"2080033080","Sweden",926,2011
"926_2012",-1.42778600635302,0.369599596748636,"926_2012",926,"2080033080","Sweden",926,2012
"926_2013",-1.43442612345203,0.134111395497814,"926_2013",926,"2080033080","Sweden",926,2013
"935_2004",1.65910354121553,-1.00863808996859,"935_2004",935,"2080030650","Sweden",935,2004
"935_2005",2.48413106894878,-1.41120498350403,"935_2005",935,"2080030650","Sweden",935,2005
"935_2006",-0.338331525928128,-0.0340024529880663,"935_2006",935,"2080030650","Sweden",935,2006
"935_2007",-1.49340931499246,0.499599118886411,"935_2007",935,"2080030650","Sweden",935,2007
"935_2008",-1.33704905949996,0.453315365502198,"935_2008",935,"2080030650","Sweden",935,2008
"935_2009",-1.33704905949996,0.453315365502198,"935_2009",935,"2080030650","Sweden",935,2009
"935_2010",-1.33704905949996,0.453315365502198,"935_2010",935,"2080030650","Sweden",935,2010
"935_2012",-0.338331525928128,-0.0340024529880663,"935_2012",935,"2080030650","Sweden",935,2012
"935_2013",-1.10205669865953,0.338652349386842,"935_2013",935,"2080030650","Sweden",935,2013
"936_2004",2.15846230800145,-1.25229699921372,"936_2004",936,"2080030650","Sweden",936,2004
"936_2005",2.65782107478736,-1.49595590845886,"936_2005",936,"2080030650","Sweden",936,2005
"936_2006",-1.33704905949996,0.453315365502198,"936_2006",936,"2080030650","Sweden",936,2006
"936_2007",-1.33704905949996,0.453315365502198,"936_2007",936,"2080030650","Sweden",936,2007
"936_2008",-1.33704905949996,0.453315365502198,"936_2008",936,"2080030650","Sweden",936,2008
"936_2009",-1.44650123834471,0.485713992871147,"936_2009",936,"2080030650","Sweden",936,2009
"936_2010",-1.33704905949996,0.453315365502198,"936_2010",936,"2080030650","Sweden",936,2010
"936_2011",-1.33704905949996,0.453315365502198,"936_2011",936,"2080030650","Sweden",936,2011
"936_2012",-1.33704905949996,0.453315365502198,"936_2012",936,"2080030650","Sweden",936,2012
"936_2013",-1.33704905949996,0.453315365502198,"936_2013",936,"2080030650","Sweden",936,2013
"938_2004",0.79354834545328,-0.586295980610365,"938_2004",938,"2080030650","Sweden",938,2004
"938_2005",0.79354834545328,-0.586295980610365,"938_2005",938,"2080030650","Sweden",938,2005
"938_2006",-1.33704905949996,0.453315365502198,"938_2006",938,"2080030650","Sweden",938,2006
"938_2007",-1.33704905949996,0.453315365502198,"938_2007",938,"2080030650","Sweden",938,2007
"938_2008",-1.42825920853725,0.480314221642989,"938_2008",938,"2080030650","Sweden",938,2008
"938_2009",-1.41522918724621,0.476457242194304,"938_2009",938,"2080030650","Sweden",938,2009
"938_2010",-1.33704905949996,0.453315365502198,"938_2010",938,"2080030650","Sweden",938,2010
"938_2011",-1.33704905949996,0.453315365502198,"938_2011",938,"2080030650","Sweden",938,2011
"938_2012",-1.33704905949996,0.453315365502198,"938_2012",938,"2080030650","Sweden",938,2012
"938_2013",-1.33704905949996,0.453315365502198,"938_2013",938,"2080030650","Sweden",938,2013
"943_2004",1.51813385298038,-0.352871846471048,"943_2004",943,"2080030160","Sweden",943,2004
"943_2005",2.74701863380655,-0.644612211215151,"943_2005",943,"2080030160","Sweden",943,2005
"943_2006",1.90308392612301,-0.23237850476933,"943_2006",943,"2080030160","Sweden",943,2006
"943_2007",2.74452754025515,-0.535169995195474,"943_2007",943,"2080030160","Sweden",943,2007
"943_2008",0.328740274188977,0.722607540532976,"943_2008",943,"2080030160","Sweden",943,2008
"943_2009",1.76551901020896,0.959765809241014,"943_2009",943,"2080030160","Sweden",943,2009
"943_2010",2.4446707477727,0.266304843838472,"943_2010",943,"2080030160","Sweden",943,2010
"943_2012",2.41351065052692,-0.015771149529182,"943_2012",943,"2080030160","Sweden",943,2012
"943_2013",-0.751971211744576,0.951509988528262,"943_2013",943,"2080030160","Sweden",943,2013
"945_2004",-1.05664911232379,0.0635884685411058,"945_2004",945,"2080030160","Sweden",945,2004
"945_2005",2.43385655375765,-1.0368296207402,"945_2005",945,"2080030160","Sweden",945,2005
"945_2006",2.14665300787551,-0.251878865416823,"945_2006",945,"2080030160","Sweden",945,2006
"945_2007",2.70704187294101,-1.16620586105408,"945_2007",945,"2080030160","Sweden",945,2007
"945_2008",-2.65345866658483,0.774675523595506,"945_2008",945,"2080030160","Sweden",945,2008
"945_2009",2.47485725769574,-1.19766698489363,"945_2009",945,"2080030160","Sweden",945,2009
"945_2010",2.21829813957717,0.70862130538785,"945_2010",945,"2080030160","Sweden",945,2010
"945_2012",1.19039535507506,0.71554583364021,"945_2012",945,"2080030160","Sweden",945,2012
"945_2013",-2.11252900752479,1.14179838055495,"945_2013",945,"2080030160","Sweden",945,2013
"947_2004",-2.80454338508993,0.794653217103411,"947_2004",947,"2080030160","Sweden",947,2004
"947_2005",1.37608825070587,-0.562549438622048,"947_2005",947,"2080030160","Sweden",947,2005
"947_2006",1.85207555195241,1.25196644045877,"947_2006",947,"2080030160","Sweden",947,2006
"947_2007",2.24751756451017,-1.21367778518624,"947_2007",947,"2080030160","Sweden",947,2007
"947_2008",-0.710325097781441,1.34159854845591,"947_2008",947,"2080030160","Sweden",947,2008
"947_2009",2.3419597599885,-0.905313253151033,"947_2009",947,"2080030160","Sweden",947,2009
"947_2010",0.223588352985054,2.19492235059596,"947_2010",947,"2080030160","Sweden",947,2010
"947_2012",-0.0148748091955038,1.52032078958502,"947_2012",947,"2080030160","Sweden",947,2012
"947_2013",-0.948543822122953,1.23127588228098,"947_2013",947,"2080030160","Sweden",947,2013
"950_2004",0.415522116896195,0.234415558635239,"950_2004",950,"2080030160","Sweden",950,2004
"950_2005",2.68948006691206,-1.1924870586102,"950_2005",950,"2080030160","Sweden",950,2005
"950_2006",2.81073998014439,-0.0301441054162701,"950_2006",950,"2080030160","Sweden",950,2006
"950_2007",2.60661108328904,-1.17295262645984,"950_2007",950,"2080030160","Sweden",950,2007
"950_2008",-1.00800465017353,0.779742140160927,"950_2008",950,"2080030160","Sweden",950,2008
"950_2009",2.72797461133662,0.137470205512735,"950_2009",950,"2080030160","Sweden",950,2009
"950_2010",2.7991478832106,1.84582291494045,"950_2010",950,"2080030160","Sweden",950,2010
"950_2012",1.02966097413679,1.59606559674792,"950_2012",950,"2080030160","Sweden",950,2012
"950_2013",-0.563841689208814,1.17184290730347,"950_2013",950,"2080030160","Sweden",950,2013
"951_2005",3.38024387443906,2.97835700987894,"951_2005",951,"2080030220","Sweden",951,2005
"951_2006",2.84344795431435,2.48635390725606,"951_2006",951,"2080030220","Sweden",951,2006
"951_2007",2.36558034534175,-0.250519644975073,"951_2007",951,"2080030220","Sweden",951,2007
"951_2008",2.45910573946107,2.20005894483378,"951_2008",951,"2080030220","Sweden",951,2008
"951_2009",2.02932394264033,1.93937554209914,"951_2009",951,"2080030220","Sweden",951,2009
"951_2010",1.92605741013156,1.95405756887164,"951_2010",951,"2080030220","Sweden",951,2010
"951_2011",1.34421067095459,0.375620754955294,"951_2011",951,"2080030220","Sweden",951,2011
"951_2013",1.10763562616908,1.97823512145343,"951_2013",951,"2080030220","Sweden",951,2013
"952_2005",0.136892267946122,1.89391286684953,"952_2005",952,"2080030220","Sweden",952,2005
"952_2006",0.360895159366906,1.0104485502294,"952_2006",952,"2080030220","Sweden",952,2006
"952_2007",1.25061805215704,1.88150047173861,"952_2007",952,"2080030220","Sweden",952,2007
"952_2008",1.07377660991142,1.99553046384147,"952_2008",952,"2080030220","Sweden",952,2008
"952_2010",-0.0484399300751405,1.27204147277496,"952_2010",952,"2080030220","Sweden",952,2010
"952_2011",1.04196082620075,1.57147940160454,"952_2011",952,"2080030220","Sweden",952,2011
"952_2012",-3.60173310408546,0.350224886765204,"952_2012",952,"2080030220","Sweden",952,2012
"952_2013",-1.36638000442506,1.21636516982302,"952_2013",952,"2080030220","Sweden",952,2013
"953_2004",2.98016717642064,1.59390874454569,"953_2004",953,"2080030160","Sweden",953,2004
"953_2005",3.38024387443906,2.97835700987894,"953_2005",953,"2080030160","Sweden",953,2005
"953_2006",0.807005485876071,-0.443246444841044,"953_2006",953,"2080030160","Sweden",953,2006
"953_2007",2.87943401966024,0.628326040481767,"953_2007",953,"2080030160","Sweden",953,2007
"953_2008",-1.59456235760271,1.27980976520884,"953_2008",953,"2080030160","Sweden",953,2008
"953_2009",0.0818902629416383,1.52789102960406,"953_2009",953,"2080030160","Sweden",953,2009
"953_2010",3.03307554697194,1.40091974359242,"953_2010",953,"2080030160","Sweden",953,2010
"953_2012",2.50136759403741,2.47585644146498,"953_2012",953,"2080030160","Sweden",953,2012
"953_2013",-2.54039423679709,0.839147234341833,"953_2013",953,"2080030160","Sweden",953,2013
"954_2005",-1.1901622071931,0.873004990474153,"954_2005",954,"2080030220","Sweden",954,2005
"954_2006",0.100044749563173,0.218790410050318,"954_2006",954,"2080030220","Sweden",954,2006
"954_2007",1.19535514366243,0.195570221092466,"954_2007",954,"2080030220","Sweden",954,2007
"954_2008",1.47517861373877,1.73670048176673,"954_2008",954,"2080030220","Sweden",954,2008
"954_2009",0.631295922800984,0.931747502054851,"954_2009",954,"2080030220","Sweden",954,2009
"954_2010",-1.63497905386393,0.914613451987258,"954_2010",954,"2080030220","Sweden",954,2010
"954_2011",1.28071155009376,1.86977450648237,"954_2011",954,"2080030220","Sweden",954,2011
"954_2012",-3.52850267450725,0.338004579759563,"954_2012",954,"2080030220","Sweden",954,2012
"954_2013",-2.60515937675556,0.561636298096035,"954_2013",954,"2080030220","Sweden",954,2013
"955_2005",-1.11993433228193,1.44496109113105,"955_2005",955,"2080030220","Sweden",955,2005
"955_2006",-0.161739053085927,0.458084836859901,"955_2006",955,"2080030220","Sweden",955,2006
"955_2007",-2.93868245503084,-0.0279467144971214,"955_2007",955,"2080030220","Sweden",955,2007
"955_2008",-2.1153177848405,1.01312019484952,"955_2008",955,"2080030220","Sweden",955,2008
"955_2009",-2.32443705686297,0.686550991946185,"955_2009",955,"2080030220","Sweden",955,2009
"955_2010",-1.65453848788094,0.766042052715203,"955_2010",955,"2080030220","Sweden",955,2010
"955_2011",-2.9262731381861,0.8697156206551,"955_2011",955,"2080030220","Sweden",955,2011
"955_2012",-2.64889686138337,0.828085435432813,"955_2012",955,"2080030220","Sweden",955,2012
"955_2013",-3.14744557935966,0.74857172790094,"955_2013",955,"2080030220","Sweden",955,2013
"957_2005",1.75856807119259,2.43613493836424,"957_2005",957,"2080030220","Sweden",957,2005
"957_2006",1.4537348069527,-0.154760324009249,"957_2006",957,"2080030220","Sweden",957,2006
"957_2007",1.41756380454114,0.67604206006566,"957_2007",957,"2080030220","Sweden",957,2007
"957_2008",-0.0344336780977548,1.6734206271758,"957_2008",957,"2080030220","Sweden",957,2008
