"","Pair","basin_ID","Axis","Country","Correlation","Site_ID1","Site_ID2","Euclid_Dist_Meters","Similarity","MeanLat","MeanLon","MaxDist"
"42","S12317.S12290",2080029400,"Axis1","FIN",0.378864658016599,"S12317","S12290",1552.33295226704,0.926208535750145,62.192275,21.801605,21036.7549695302
"43","S12306.S12298",2080029400,"Axis1","FIN",-0.111341607249195,"S12306","S12298",575.721247872929,0.972632601905246,62.239995,21.741735,21036.7549695302
"44","S12317.S12298",2080029400,"Axis1","FIN",0.198031119354319,"S12317","S12298",5106.44872971549,0.757260626122626,62.21798,21.769035,21036.7549695302
"45","S12317.S12306",2080029400,"Axis1","FIN",0.668676458134817,"S12317","S12306",5669.8081962861,0.730480855792716,62.220425,21.76725,21036.7549695302
"46","S10038.S10015.1",2080029400,"Axis2","FIN",0.61036929384897,"S10038","S10015",5368.31786565645,0.744812454514398,62.243985,21.66378,21036.7549695302
"47","S11887.S10015.1",2080029400,"Axis2","FIN",0.27559828247489,"S11887","S10015",10447.1396411338,0.50338635135193,62.254575,21.606835,21036.7549695302
"48","S11924.S10015.1",2080029400,"Axis2","FIN",-0.053328085311137,"S11924","S10015",8932.75093568832,0.575374103628312,62.222625,21.75137,21036.7549695302
"49","S11928.S10015.1",2080029400,"Axis2","FIN",-0.198211006563448,"S11928","S10015",7503.1681917983,0.643330532552861,62.24887,21.63718,21036.7549695302
"50","S12211.S10015.1",2080029400,"Axis2","FIN",0.768967197181897,"S12211","S10015",12851.463058612,0.389094797309464,62.213885,21.789225,21036.7549695302
"51","S12290.S10015.1",2080029400,"Axis2","FIN",-0.182510455766349,"S12290","S10015",9497.60621412152,0.548523228612116,62.22157,21.757945,21036.7549695302
"52","S12298.S10015.1",2080029400,"Axis2","FIN",0.499932806258483,"S12298","S10015",2873.37490593532,0.863411685400284,62.247275,21.725375,21036.7549695302
"53","S12306.S10015.1",2080029400,"Axis2","FIN",-0.172712933344,"S12306","S10015",2350.4487398607,0.88826942447801,62.24972,21.72359,21036.7549695302
"54","S12317.S10015.1",2080029400,"Axis2","FIN",0.531121972424795,"S12317","S10015",7953.69127413322,0.621914535504482,62.227705,21.75089,21036.7549695302
"55","S11887.S10038.1",2080029400,"Axis2","FIN",0.361786870946797,"S11887","S10038",6373.56300831904,0.697027273571872,62.24156,21.563385,21036.7549695302
"56","S11924.S10038.1",2080029400,"Axis2","FIN",0.177648670719434,"S11924","S10038",10284.4267515633,0.511121046641494,62.20961,21.70792,21036.7549695302
"57","S11928.S10038.1",2080029400,"Axis2","FIN",-0.102124464455551,"S11928","S10038",2972.61629903607,0.858694161559536,62.235855,21.59373,21036.7549695302
"58","S12211.S10038.1",2080029400,"Axis2","FIN",0.769067903589365,"S12211","S10038",14682.1459867862,0.302071730737374,62.20087,21.745775,21036.7549695302
"59","S12290.S10038.1",2080029400,"Axis2","FIN",0.399047350296956,"S12290","S10038",11000.6820475146,0.477073243309244,62.208555,21.714495,21036.7549695302
"60","S12298.S10038.1",2080029400,"Axis2","FIN",0.000977453348384052,"S12298","S10038",6447.16496342194,0.693528542174872,62.23426,21.681925,21036.7549695302
"61","S12306.S10038.1",2080029400,"Axis2","FIN",0.054500265872155,"S12306","S10038",6349.2125844539,0.69818479163492,62.236705,21.68014,21036.7549695302
"62","S12317.S10038.1",2080029400,"Axis2","FIN",0.66722129540657,"S12317","S10038",9763.88805926259,0.535865295127282,62.21469,21.70744,21036.7549695302
"63","S11924.S11887.1",2080029400,"Axis2","FIN",0.0179163833913454,"S11924","S11887",16638.4432593275,0.209077479705083,62.2202,21.650975,21036.7549695302
"64","S11928.S11887.1",2080029400,"Axis2","FIN",0.201763115175486,"S11928","S11887",3401.0118673183,0.838330014669831,62.246445,21.536785,21036.7549695302
"65","S12211.S11887.1",2080029400,"Axis2","FIN",0.189158377648693,"S12211","S11887",21036.7549695302,0,62.21146,21.68883,21036.7549695302
"66","S12290.S11887.1",2080029400,"Axis2","FIN",-0.264690130728018,"S12290","S11887",17358.0061912809,0.174872445088497,62.219145,21.65755,21036.7549695302
"67","S12298.S11887.1",2080029400,"Axis2","FIN",0.304073255741698,"S12298","S11887",12429.7251362328,0.409142467351256,62.24485,21.62498,21036.7549695302
"68","S12306.S11887.1",2080029400,"Axis2","FIN",0.376465524802742,"S12306","S11887",12184.3714017513,0.420805565335565,62.247295,21.623195,21036.7549695302
"69","S12317.S11887.1",2080029400,"Axis2","FIN",0.454480996230733,"S12317","S11887",16137.4497393364,0.232892631838418,62.22528,21.650495,21036.7549695302
"70","S11928.S11924.1",2080029400,"Axis2","FIN",0.381363469884274,"S11928","S11924",13244.4517846872,0.370413744711552,62.214495,21.68132,21036.7549695302
"71","S12211.S11924.1",2080029400,"Axis2","FIN",0.0165813680023867,"S12211","S11924",4398.63840340371,0.790906990656366,62.17951,21.833365,21036.7549695302
"72","S12290.S11924.1",2080029400,"Axis2","FIN",0.579404848521801,"S12290","S11924",724.056150304235,0.965581376436006,62.187195,21.802085,21036.7549695302
"73","S12298.S11924.1",2080029400,"Axis2","FIN",-0.604504198627437,"S12298","S11924",6124.27178542613,0.708877543409306,62.2129,21.769515,21036.7549695302
"74","S12306.S11924.1",2080029400,"Axis2","FIN",0.440721312227149,"S12306","S11924",6695.57053484242,0.681720372531774,62.215345,21.76773,21036.7549695302
"75","S12317.S11924.1",2080029400,"Axis2","FIN",0.361882615991456,"S12317","S11924",1133.42158635643,0.94612184303149,62.19333,21.79503,21036.7549695302
"76","S12211.S11928.1",2080029400,"Axis2","FIN",-0.0893349585157831,"S12211","S11928",17643.0885083803,0.161320815214385,62.205755,21.719175,21036.7549695302
"77","S12290.S11928.1",2080029400,"Axis2","FIN",-0.0961006979396207,"S12290","S11928",13962.8402735527,0.336264538243822,62.21344,21.687895,21036.7549695302
"78","S12298.S11928.1",2080029400,"Axis2","FIN",-0.470384880167577,"S12298","S11928",9176.88614228774,0.563768929400965,62.239145,21.655325,21036.7549695302
"79","S12306.S11928.1",2080029400,"Axis2","FIN",-0.139868194383926,"S12306","S11928",8985.67351281494,0.572858384012655,62.24159,21.65354,21036.7549695302
"80","S12317.S11928.1",2080029400,"Axis2","FIN",0.436045338891844,"S12317","S11928",12736.4860672464,0.394560326167511,62.219575,21.68084,21036.7549695302
"81","S12290.S12211.1",2080029400,"Axis2","FIN",0.103943649165011,"S12290","S12211",3681.61775042231,0.824991175884551,62.178455,21.83994,21036.7549695302
"82","S12298.S12211.1",2080029400,"Axis2","FIN",0.260636124601961,"S12298","S12211",9978.31219160183,0.525672462028745,62.20416,21.80737,21036.7549695302
"83","S12306.S12211.1",2080029400,"Axis2","FIN",0.0710247407416496,"S12306","S12211",10510.6056082373,0.500369442746236,62.206605,21.805585,21036.7549695302
"84","S12317.S12211.1",2080029400,"Axis2","FIN",0.400329502009376,"S12317","S12211",5043.16541035305,0.76026885241295,62.18459,21.832885,21036.7549695302
"85","S12298.S12290.1",2080029400,"Axis2","FIN",-0.741014830300943,"S12298","S12290",6657.09658231407,0.683549264515546,62.211845,21.77609,21036.7549695302
"86","S12306.S12290.1",2080029400,"Axis2","FIN",0.235574319386751,"S12306","S12290",7221.54966540401,0.656717508196309,62.21429,21.774305,21036.7549695302
"87","S12317.S12290.1",2080029400,"Axis2","FIN",0.0629579837233774,"S12317","S12290",1552.33295226704,0.926208535750145,62.192275,21.801605,21036.7549695302
"88","S12306.S12298.1",2080029400,"Axis2","FIN",-0.0113369838558676,"S12306","S12298",575.721247872929,0.972632601905246,62.239995,21.741735,21036.7549695302
"89","S12317.S12298.1",2080029400,"Axis2","FIN",-0.0581207065960554,"S12317","S12298",5106.44872971549,0.757260626122626,62.21798,21.769035,21036.7549695302
"90","S12317.S12306.1",2080029400,"Axis2","FIN",-0.244727543218059,"S12317","S12306",5669.8081962861,0.730480855792716,62.220425,21.76725,21036.7549695302
"91","S10329.S10089",7080049270,"Axis1","USA",0.658226627128692,"S10329","S10089",21252.1194051365,0.897900656403191,33.663225,-104.33905,208151.381355214
"92","S10459.S10089",7080049270,"Axis1","USA",0.540679853263799,"S10459","S10089",34241.3443145481,0.835497876153343,33.60369,-104.3426,208151.381355214
"93","S8637.S10089",7080049270,"Axis1","USA",-0.542783867798655,"S8637","S10089",79801.8064950395,0.61661649336424,34.11422,-104.283,208151.381355214
"94","S8762.S10089",7080049270,"Axis1","USA",0.974122343750845,"S8762","S10089",40436.224936352,0.805736456452591,33.576885,-104.35245,208151.381355214
"95","S8891.S10089",7080049270,"Axis1","USA",-0.297209060582135,"S8891","S10089",52695.0527122287,0.746842647071827,33.518405,-104.3313,208151.381355214
"96","S9167.S10089",7080049270,"Axis1","USA",0.858396207166549,"S9167","S10089",84902.0815248106,0.592113773293084,33.37231,-104.31185,208151.381355214
"97","S9315.S10089",7080049270,"Axis1","USA",0.826010838458027,"S9315","S10089",101442.453729123,0.512650585988621,33.29777,-104.3151,208151.381355214
"98","S9449.S10089",7080049270,"Axis1","USA",0.454962935173388,"S9449","S10089",128361.247563911,0.383327428681051,33.176635,-104.3281,208151.381355214
"99","S9583.S10089",7080049270,"Axis1","USA",-0.110642099581237,"S9583","S10089",72530.1329851904,0.651551036976227,34.07899,-104.2534,208151.381355214
"100","S9721.S10089",7080049270,"Axis1","USA",-0.00740956296057988,"S9721","S10089",20019.7343238295,0.903821275681734,33.8443,-104.29045,208151.381355214
"101","S9965.S10089",7080049270,"Axis1","USA",0.351035333351386,"S9965","S10089",7118.20216025343,0.965802762807007,33.786775,-104.3007,208151.381355214
"102","S10459.S10329",7080049270,"Axis1","USA",0.61788197577677,"S10459","S10329",13222.947101907,0.936474372565697,33.511885,-104.37535,208151.381355214
"103","S8637.S10329",7080049270,"Axis1","USA",-0.134626781858951,"S8637","S10329",100585.515390209,0.516767485589935,34.022415,-104.31575,208151.381355214
"104","S8762.S10329",7080049270,"Axis1","USA",0.68831290546996,"S8762","S10329",19313.7575774386,0.907212926228535,33.48508,-104.3852,208151.381355214
"105","S8891.S10329",7080049270,"Axis1","USA",-0.121525543062504,"S8891","S10329",32156.8987561334,0.84551196082981,33.4266,-104.36405,208151.381355214
"106","S9167.S10329",7080049270,"Axis1","USA",0.35520905313941,"S9167","S10329",64729.1315196514,0.689028575749925,33.280505,-104.3446,208151.381355214
"107","S9315.S10329",7080049270,"Axis1","USA",0.315549914847872,"S9315","S10329",81186.7870849567,0.60996277537832,33.205965,-104.34785,208151.381355214
"108","S9449.S10329",7080049270,"Axis1","USA",0.0570114357880223,"S9449","S10329",107950.844431025,0.481383002465862,33.08483,-104.36085,208151.381355214
"109","S9583.S10329",7080049270,"Axis1","USA",-0.301666412903009,"S9583","S10329",93583.2586959329,0.550407698057832,33.987185,-104.28615,208151.381355214
"110","S9721.S10329",7080049270,"Axis1","USA",0.140213988508195,"S9721","S10329",41166.0752890378,0.802230112425787,33.752495,-104.3232,208151.381355214
"111","S9965.S10329",7080049270,"Axis1","USA",0.434087095467614,"S9965","S10329",28315.0606016261,0.863968903702321,33.69497,-104.33345,208151.381355214
"112","S8637.S10459",7080049270,"Axis1","USA",-0.275592735451914,"S8637","S10459",113792.28106155,0.453319596917009,33.96288,-104.3193,208151.381355214
"113","S8762.S10459",7080049270,"Axis1","USA",0.577183361005767,"S8762","S10459",6221.86420320281,0.970108945889794,33.425545,-104.38875,208151.381355214
"114","S8891.S10459",7080049270,"Axis1","USA",-0.416266725257937,"S8891","S10459",19034.6477621537,0.908553824441498,33.367065,-104.3676,208151.381355214
"115","S9167.S10459",7080049270,"Axis1","USA",0.427191204443401,"S9167","S10459",51643.1683115148,0.751896105731891,33.22097,-104.34815,208151.381355214
"116","S9315.S10459",7080049270,"Axis1","USA",0.372047665658005,"S9315","S10459",68051.121390098,0.673069085840139,33.14643,-104.3514,208151.381355214
"117","S9449.S10459",7080049270,"Axis1","USA",0.56278135722979,"S9449","S10459",94763.7353848071,0.544736456862176,33.025295,-104.3644,208151.381355214
"118","S9583.S10459",7080049270,"Axis1","USA",-0.132150862677704,"S9583","S10459",106723.999496795,0.487277005792874,33.92765,-104.2897,208151.381355214
"119","S9721.S10459",7080049270,"Axis1","USA",0.0274681229989601,"S9721","S10459",54244.3267228883,0.739399631317751,33.69296,-104.32675,208151.381355214
"120","S9965.S10459",7080049270,"Axis1","USA",0.371887535814903,"S9965","S10459",41351.5071793061,0.801339261310311,33.635435,-104.337,208151.381355214
"121","S8762.S8637",7080049270,"Axis1","USA",-0.406380712598668,"S8762","S8637",119893.418713291,0.424008536802881,33.936075,-104.32915,208151.381355214
"122","S8891.S8637",7080049270,"Axis1","USA",0.742971078034138,"S8891","S8637",132477.604369649,0.36355164444682,33.877595,-104.308,208151.381355214
"123","S9167.S8637",7080049270,"Axis1","USA",-0.481611243084332,"S9167","S8637",164668.542536928,0.208900073279273,33.7315,-104.28855,208151.381355214
"124","S9315.S8637",7080049270,"Axis1","USA",-0.812623367835339,"S9315","S8637",181212.972025569,0.129417393986323,33.65696,-104.2918,208151.381355214
"125","S9449.S8637",7080049270,"Axis1","USA",-0.520898026718478,"S9449","S8637",208151.381355214,0,33.535825,-104.3048,208151.381355214
"126","S9583.S8637",7080049270,"Axis1","USA",-0.176167721090604,"S9583","S8637",9523.44469272302,0.954247506642913,34.43818,-104.2301,208151.381355214
"127","S9721.S8637",7080049270,"Axis1","USA",0.515504634827435,"S9721","S8637",59898.0730807908,0.712237926595483,34.20349,-104.26715,208151.381355214
"128","S9965.S8637",7080049270,"Axis1","USA",-0.330248492911612,"S9965","S8637",72717.0189954125,0.65065319998372,34.145965,-104.2774,208151.381355214
"129","S8891.S8762",7080049270,"Axis1","USA",-0.217065615748186,"S8891","S8762",13556.6120553203,0.934871380785191,33.34026,-104.37745,208151.381355214
"130","S9167.S8762",7080049270,"Axis1","USA",0.820199521564625,"S9167","S8762",46005.3393099221,0.778981340357222,33.194165,-104.358,208151.381355214
"131","S9315.S8762",7080049270,"Axis1","USA",0.739473375850066,"S9315","S8762",62302.6561301275,0.700685838717511,33.119625,-104.36125,208151.381355214
"132","S9449.S8762",7080049270,"Axis1","USA",0.360959892833603,"S9449","S8762",88895.5812827459,0.572928218376586,32.99849,-104.37425,208151.381355214
"133","S9583.S8762",7080049270,"Axis1","USA",-0.132135760701007,"S9583","S8762",112884.424493308,0.457681117663744,33.900845,-104.29955,208151.381355214
"134","S9721.S8762",7080049270,"Axis1","USA",-0.00797083867890542,"S9721","S8762",60425.8587854133,0.709702340709931,33.666155,-104.3366,208151.381355214
"135","S9965.S8762",7080049270,"Axis1","USA",0.340570755853482,"S9965","S8762",47540.5214829003,0.771606024551086,33.60863,-104.34685,208151.381355214
"136","S9167.S8891",7080049270,"Axis1","USA",-0.224818897900989,"S9167","S8891",32608.5280363721,0.843342245321327,33.135685,-104.33685,208151.381355214
"137","S9315.S8891",7080049270,"Axis1","USA",-0.441191651054544,"S9315","S8891",49032.7394236784,0.764437117330472,33.061145,-104.3401,208151.381355214
"138","S9449.S8891",7080049270,"Axis1","USA",-0.372545463462962,"S9449","S8891",75809.2696711265,0.635797422157115,32.94001,-104.3531,208151.381355214
"139","S9583.S8891",7080049270,"Axis1","USA",0.0308197495490638,"S9583","S8891",125192.86217638,0.398548972573304,33.842365,-104.2784,208151.381355214
"140","S9721.S8891",7080049270,"Axis1","USA",0.385935473078762,"S9721","S8891",72690.0322446261,0.650782849619531,33.607675,-104.31545,208151.381355214
"141","S9965.S8891",7080049270,"Axis1","USA",-0.771758462255469,"S9965","S8891",59802.8240270492,0.71269552170305,33.55015,-104.3257,208151.381355214
"142","S9315.S9167",7080049270,"Axis1","USA",0.709290781587163,"S9315","S9167",16544.5878461751,0.920516559926444,32.91505,-104.32065,208151.381355214
"143","S9449.S9167",7080049270,"Axis1","USA",0.433642941785672,"S9449","S9167",43507.6623514277,0.790980669606121,32.793915,-104.33365,208151.381355214
"144","S9583.S9167",7080049270,"Axis1","USA",-0.30046636099402,"S9583","S9167",157139.714807179,0.24507003612425,33.69627,-104.25895,208151.381355214
"145","S9721.S9167",7080049270,"Axis1","USA",-0.120110682696873,"S9721","S9167",104774.950943559,0.496640616740572,33.46158,-104.296,208151.381355214
"146","S9965.S9167",7080049270,"Axis1","USA",0.159275458582294,"S9965","S9167",91961.4157146553,0.558199349358526,33.404055,-104.30625,208151.381355214
"147","S9449.S9315",7080049270,"Axis1","USA",0.688193137785438,"S9449","S9315",26977.9524446255,0.870392633145263,32.719375,-104.3369,208151.381355214
"148","S9583.S9315",7080049270,"Axis1","USA",0.324286895417657,"S9583","S9315",173676.795595905,0.165622661424848,33.62173,-104.2622,208151.381355214
"149","S9721.S9315",7080049270,"Axis1","USA",-0.140729926067969,"S9721","S9315",121319.531804863,0.417157210223704,33.38704,-104.29925,208151.381355214
"150","S9965.S9315",7080049270,"Axis1","USA",0.21671268211699,"S9965","S9315",108504.562440372,0.478722832709877,33.329515,-104.3095,208151.381355214
"151","S9583.S9449",7080049270,"Axis1","USA",0.459137957864063,"S9583","S9449",200647.326725863,0.0360509480191504,33.500595,-104.2752,208151.381355214
"152","S9721.S9449",7080049270,"Axis1","USA",0.23491335860228,"S9721","S9449",148266.474187291,0.287698821780716,33.265905,-104.31225,208151.381355214
"153","S9965.S9449",7080049270,"Axis1","USA",0.0702173264201794,"S9965","S9449",135435.438375373,0.349341630626749,33.20838,-104.3225,208151.381355214
"154","S9721.S9583",7080049270,"Axis1","USA",0.129907693478136,"S9721","S9583",52512.5234324684,0.747719553477981,34.16826,-104.23755,208151.381355214
"155","S9965.S9583",7080049270,"Axis1","USA",-0.205441734323422,"S9965","S9583",65412.467258867,0.685745697035566,34.110735,-104.2478,208151.381355214
"156","S9965.S9721",7080049270,"Axis1","USA",-0.0431742462681469,"S9965","S9721",12901.5351711312,0.938018498425843,33.876045,-104.28485,208151.381355214
"157","S10329.S10089.1",7080049270,"Axis2","USA",0.520325972007493,"S10329","S10089",21252.1194051365,0.897900656403191,33.663225,-104.33905,208151.381355214
"158","S10459.S10089.1",7080049270,"Axis2","USA",0.583330571019788,"S10459","S10089",34241.3443145481,0.835497876153343,33.60369,-104.3426,208151.381355214
"159","S8637.S10089.1",7080049270,"Axis2","USA",0.581721065210258,"S8637","S10089",79801.8064950395,0.61661649336424,34.11422,-104.283,208151.381355214
"160","S8762.S10089.1",7080049270,"Axis2","USA",0.924674482069281,"S8762","S10089",40436.224936352,0.805736456452591,33.576885,-104.35245,208151.381355214
"161","S8891.S10089.1",7080049270,"Axis2","USA",-0.284713687362055,"S8891","S10089",52695.0527122287,0.746842647071827,33.518405,-104.3313,208151.381355214
"162","S9167.S10089.1",7080049270,"Axis2","USA",0.707577901056583,"S9167","S10089",84902.0815248106,0.592113773293084,33.37231,-104.31185,208151.381355214
"163","S9315.S10089.1",7080049270,"Axis2","USA",0.496302021142482,"S9315","S10089",101442.453729123,0.512650585988621,33.29777,-104.3151,208151.381355214
"164","S9449.S10089.1",7080049270,"Axis2","USA",0.264188855345781,"S9449","S10089",128361.247563911,0.383327428681051,33.176635,-104.3281,208151.381355214
"165","S9583.S10089.1",7080049270,"Axis2","USA",0.48176386172789,"S9583","S10089",72530.1329851904,0.651551036976227,34.07899,-104.2534,208151.381355214
"166","S9721.S10089.1",7080049270,"Axis2","USA",0.418611378076869,"S9721","S10089",20019.7343238295,0.903821275681734,33.8443,-104.29045,208151.381355214
"167","S9965.S10089.1",7080049270,"Axis2","USA",0.306685713650937,"S9965","S10089",7118.20216025343,0.965802762807007,33.786775,-104.3007,208151.381355214
"168","S10459.S10329.1",7080049270,"Axis2","USA",0.665354360055135,"S10459","S10329",13222.947101907,0.936474372565697,33.511885,-104.37535,208151.381355214
"169","S8637.S10329.1",7080049270,"Axis2","USA",0.638643666683521,"S8637","S10329",100585.515390209,0.516767485589935,34.022415,-104.31575,208151.381355214
"170","S8762.S10329.1",7080049270,"Axis2","USA",0.609247586410426,"S8762","S10329",19313.7575774386,0.907212926228535,33.48508,-104.3852,208151.381355214
"171","S8891.S10329.1",7080049270,"Axis2","USA",-0.293791889857325,"S8891","S10329",32156.8987561334,0.84551196082981,33.4266,-104.36405,208151.381355214
"172","S9167.S10329.1",7080049270,"Axis2","USA",0.3954685673536,"S9167","S10329",64729.1315196514,0.689028575749925,33.280505,-104.3446,208151.381355214
"173","S9315.S10329.1",7080049270,"Axis2","USA",0.246928292126367,"S9315","S10329",81186.7870849567,0.60996277537832,33.205965,-104.34785,208151.381355214
"174","S9449.S10329.1",7080049270,"Axis2","USA",0.000920185820758696,"S9449","S10329",107950.844431025,0.481383002465862,33.08483,-104.36085,208151.381355214
"175","S9583.S10329.1",7080049270,"Axis2","USA",-0.0523209204125859,"S9583","S10329",93583.2586959329,0.550407698057832,33.987185,-104.28615,208151.381355214
"176","S9721.S10329.1",7080049270,"Axis2","USA",0.289148616356127,"S9721","S10329",41166.0752890378,0.802230112425787,33.752495,-104.3232,208151.381355214
"177","S9965.S10329.1",7080049270,"Axis2","USA",0.41335745330972,"S9965","S10329",28315.0606016261,0.863968903702321,33.69497,-104.33345,208151.381355214
"178","S8637.S10459.1",7080049270,"Axis2","USA",0.425066514632973,"S8637","S10459",113792.28106155,0.453319596917009,33.96288,-104.3193,208151.381355214
"179","S8762.S10459.1",7080049270,"Axis2","USA",0.643592434289681,"S8762","S10459",6221.86420320281,0.970108945889794,33.425545,-104.38875,208151.381355214
