"","Axis1","Axis2","site","year","HydroBasin","Country"
"S10203_2005",1.23043553992338,-2.07478145308932,"S10203",2005,"7080047060","USA"
"S10203_2006",0.782740567678055,-2.22350227298023,"S10203",2006,"7080047060","USA"
"S10203_2009",0.769112858093319,-1.99150887536767,"S10203",2009,"7080047060","USA"
"S10203_2004",0.535520644440937,-2.9516683349475,"S10203",2004,"7080047060","USA"
"S10203_2007",0.673957560500594,-2.89895017712957,"S10203",2007,"7080047060","USA"
"S10203_2008",0.854110468652005,-2.47440885857383,"S10203",2008,"7080047060","USA"
"S10203_2011",1.0705448105283,-1.96909872398306,"S10203",2011,"7080047060","USA"
"S10203_2012",1.37929758211639,-1.89701579309755,"S10203",2012,"7080047060","USA"
"S10203_2013",0.897691489878833,-2.7084213659382,"S10203",2013,"7080047060","USA"
"S10203_2010",0.51893783473327,-2.23102617304748,"S10203",2010,"7080047060","USA"
"S1026_2005",-1.20377162730382,0.698422030019166,"S1026",2005,"2080033010","SWE"
"S1026_2004",-0.941078225758187,0.611456119709265,"S1026",2004,"2080033010","SWE"
"S1026_2006",-0.641124281282444,0.475016896809584,"S1026",2006,"2080033010","SWE"
"S1026_2007",-0.68261447570789,0.525890455809899,"S1026",2007,"2080033010","SWE"
"S1026_2008",-0.353239964853743,0.41684944449872,"S1026",2008,"2080033010","SWE"
"S1026_2009",-1.16060001890758,0.684129862033099,"S1026",2009,"2080033010","SWE"
"S1026_2010",1.12529166930498,-0.072625543186738,"S1026",2010,"2080033010","SWE"
"S1026_2011",1.19680577053417,-0.0963006293396357,"S1026",2011,"2080033010","SWE"
"S1026_2012",-1.20153879068742,0.697682838749893,"S1026",2012,"2080033010","SWE"
"S1026_2013",0.0852539313941918,0.271683937378386,"S1026",2013,"2080033010","SWE"
"S1029_2007",-0.034920423144406,0.311468233736277,"S1029",2007,"2080033010","SWE"
"S1029_2011",1.73525144076028,-0.274555650547332,"S1029",2011,"2080033010","SWE"
"S1029_2005",0.558192994527019,0.115115192581371,"S1029",2005,"2080033010","SWE"
"S1029_2006",0.0333240499362642,0.288875573661224,"S1029",2006,"2080033010","SWE"
"S1029_2009",0.856211338469742,0.0164547906925698,"S1029",2009,"2080033010","SWE"
"S1029_2012",1.44080695711166,-0.262295677530198,"S1029",2012,"2080033010","SWE"
"S1029_2004",-0.421760395098262,0.439533461516199,"S1029",2004,"2080033010","SWE"
"S1029_2008",0.951655121823948,-0.0151423314809676,"S1029",2008,"2080033010","SWE"
"S1029_2010",1.40443464558458,-0.165037164095128,"S1029",2010,"2080033010","SWE"
"S1029_2013",1.06020270559941,-0.0510775296223383,"S1029",2013,"2080033010","SWE"
"S1031_2007",-0.333654494012687,0.410365580456003,"S1031",2007,"2080033010","SWE"
"S1031_2011",1.03198697281374,-0.0417365759770286,"S1031",2011,"2080033010","SWE"
"S1031_2005",0.572634843063031,0.110334149368628,"S1031",2005,"2080033010","SWE"
"S1031_2006",1.75164035989654,-0.279981280819331,"S1031",2006,"2080033010","SWE"
"S1031_2009",-0.239006075519766,0.379031767633912,"S1031",2009,"2080033010","SWE"
"S1031_2012",2.04523435188301,-0.418406205929491,"S1031",2012,"2080033010","SWE"
"S1031_2004",1.2270786109318,-0.106322598324604,"S1031",2004,"2080033010","SWE"
"S1031_2008",0.758858679448452,0.0486838553095778,"S1031",2008,"2080033010","SWE"
"S1031_2010",1.01553346116523,-0.0362895620441009,"S1031",2010,"2080033010","SWE"
"S1031_2013",1.83036198418919,-0.306042452045569,"S1031",2013,"2080033010","SWE"
"S10328_2007",0.419567937737572,-2.13647028954446,"S10328",2007,"7080047060","USA"
"S10328_2008",-0.0927212428075073,-2.57553478848256,"S10328",2008,"7080047060","USA"
"S10328_2004",1.43354313013702,-2.27454275374995,"S10328",2004,"7080047060","USA"
"S10328_2012",1.60318002408972,-1.53695967556409,"S10328",2012,"7080047060","USA"
"S10328_2006",0.904049661162809,-2.66390873151527,"S10328",2006,"7080047060","USA"
"S10328_2009",-0.108664632552249,-2.27587996409291,"S10328",2009,"7080047060","USA"
"S10328_2010",0.590243465424779,-2.60532093961032,"S10328",2010,"7080047060","USA"
"S10328_2011",1.54476030246335,-1.80441506246451,"S10328",2011,"7080047060","USA"
"S10328_2013",0.955079991767203,-2.69703275257887,"S10328",2013,"7080047060","USA"
"S10328_2005",0.580526864922684,-2.01277717943209,"S10328",2005,"7080047060","USA"
"S10329_2004",3.12778512963055,0.475813961495567,"S10329",2004,"7080049270","USA"
"S10329_2005",3.06139273720469,0.229437095917827,"S10329",2005,"7080049270","USA"
"S10329_2006",3.05813259162782,0.302165626383153,"S10329",2006,"7080049270","USA"
"S10329_2007",3.12330688579035,0.0472901730786409,"S10329",2007,"7080049270","USA"
"S10329_2008",3.07912692547019,0.0976703079749403,"S10329",2008,"7080049270","USA"
"S10329_2009",3.0475800258125,-0.107028026000571,"S10329",2009,"7080049270","USA"
"S10329_2010",3.08922146102937,-0.273239019212678,"S10329",2010,"7080049270","USA"
"S10329_2011",3.19392355470013,0.544834634658439,"S10329",2011,"7080049270","USA"
"S10329_2012",3.20277721118938,0.640740124130887,"S10329",2012,"7080049270","USA"
"S10329_2013",3.12108716307194,0.236449549529233,"S10329",2013,"7080049270","USA"
"S1034_2012",0.273540447696458,-2.0043888931227,"S1034",2012,"2080053790","GBR"
"S1034_2005",0.426532452596264,-1.86959294962442,"S1034",2005,"2080053790","GBR"
"S1034_2007",0.312510734453225,-2.10713648021574,"S1034",2007,"2080053790","GBR"
"S1034_2004",-0.00653410819533174,-2.04186385122356,"S1034",2004,"2080053790","GBR"
"S1034_2006",0.373608913405767,-1.98521122072536,"S1034",2006,"2080053790","GBR"
"S1034_2008",0.461690787824734,-1.95276513387838,"S1034",2008,"2080053790","GBR"
"S1034_2009",0.663952940275073,-1.67419319374769,"S1034",2009,"2080053790","GBR"
"S1034_2010",0.673085434520102,-1.67000115049378,"S1034",2010,"2080053790","GBR"
"S1034_2011",1.16222357269294,-1.48304559853183,"S1034",2011,"2080053790","GBR"
"S1034_2013",0.407016866259357,-1.77608916439673,"S1034",2013,"2080053790","GBR"
"S1038_2005",-0.795871605861629,0.563384771864107,"S1038",2005,"2080033010","SWE"
"S1038_2004",0.441049768171169,0.153896019418795,"S1038",2004,"2080033010","SWE"
"S1038_2006",1.11193750172604,-0.0682045819707343,"S1038",2006,"2080033010","SWE"
"S1038_2007",0.663304224843652,0.0615340613711693,"S1038",2007,"2080033010","SWE"
"S1038_2008",1.52123073878366,-0.214052258078407,"S1038",2008,"2080033010","SWE"
"S1038_2009",1.55278244745093,-0.21414841529471,"S1038",2009,"2080033010","SWE"
"S1038_2010",1.23752994868812,-0.10978256380751,"S1038",2010,"2080033010","SWE"
"S1038_2011",0.794762868247645,0.0367976014315269,"S1038",2011,"2080033010","SWE"
"S1038_2012",-0.413187590802293,0.436695393543723,"S1038",2012,"2080033010","SWE"
"S1038_2013",-0.777487970731274,0.557298781296739,"S1038",2013,"2080033010","SWE"
"S1041_2004",-4.50798265946142,-0.125899715558143,"S1041",2004,"2080033020","SWE"
"S1041_2005",-3.59097554563615,0.0437409683728146,"S1041",2005,"2080033020","SWE"
"S1041_2006",-3.62296575713397,-0.196067102743619,"S1041",2006,"2080033020","SWE"
"S1041_2007",-2.76062804466698,0.0875023858589361,"S1041",2007,"2080033020","SWE"
"S1041_2010",-3.43131903731317,0.144117382578449,"S1041",2010,"2080033020","SWE"
"S1041_2011",-3.41411744195843,0.0628236378707886,"S1041",2011,"2080033020","SWE"
"S1041_2012",-3.83020259154226,0.0818477578280214,"S1041",2012,"2080033020","SWE"
"S1041_2013",-3.72285246615022,0.0583328896807832,"S1041",2013,"2080033020","SWE"
"S1041_2008",-1.06282619892845,-0.182644404892511,"S1041",2008,"2080033020","SWE"
"S10458_2004",0.352410745350251,-2.51242729845698,"S10458",2004,"7080047060","USA"
"S10458_2008",0.271632665517626,-2.77748452539058,"S10458",2008,"7080047060","USA"
"S10458_2012",0.621790573351654,-1.72669753914392,"S10458",2012,"7080047060","USA"
"S10458_2009",-0.950007984674868,-2.16381297502638,"S10458",2009,"7080047060","USA"
"S10458_2011",-1.05614385956911,-2.232736399992,"S10458",2011,"7080047060","USA"
"S10458_2013",0.0996770542545489,-2.73413899939849,"S10458",2013,"7080047060","USA"
"S10458_2005",0.960706686517529,-2.41712885893475,"S10458",2005,"7080047060","USA"
"S10458_2010",-0.819371871987857,-2.33285612428227,"S10458",2010,"7080047060","USA"
"S10458_2006",0.404121434222083,-2.7145496054499,"S10458",2006,"7080047060","USA"
"S10458_2007",-0.062481748026652,-2.35169548222803,"S10458",2007,"7080047060","USA"
"S10459_2004",3.15160003351237,0.583147966484516,"S10459",2004,"7080049270","USA"
"S10459_2005",3.20667790708832,0.632010229512466,"S10459",2005,"7080049270","USA"
"S10459_2006",3.07742840812381,0.350300008557731,"S10459",2006,"7080049270","USA"
"S10459_2007",3.18179611186257,0.7197497917367,"S10459",2007,"7080049270","USA"
"S10459_2008",3.02751665601602,-0.293989061723606,"S10459",2008,"7080049270","USA"
"S10459_2009",3.09582965815152,-0.216750724843239,"S10459",2009,"7080049270","USA"
"S10459_2010",3.07820700877413,-0.323866673292744,"S10459",2010,"7080049270","USA"
"S10459_2011",3.05547993537156,0.361097284255713,"S10459",2011,"7080049270","USA"
"S10459_2012",3.09631894478706,0.564890739258726,"S10459",2012,"7080049270","USA"
"S10459_2013",3.10117647659209,0.550072575032839,"S10459",2013,"7080049270","USA"
"S1054_2007",-1.35366048544628,0.284943460518194,"S1054",2007,"2080033010","SWE"
"S1054_2011",-0.333654494012686,0.410365580456004,"S1054",2011,"2080033010","SWE"
"S1054_2005",-1.42281113332366,0.49542561525406,"S1054",2005,"2080033010","SWE"
"S1054_2006",-0.151242821620595,0.236269733566161,"S1054",2006,"2080033010","SWE"
"S1054_2009",1.54998890850652,-0.213223600830937,"S1054",2009,"2080033010","SWE"
"S1054_2012",1.38169860380072,-0.316813886617207,"S1054",2012,"2080033010","SWE"
"S1054_2004",-1.69929596083911,0.862467736889035,"S1054",2004,"2080033010","SWE"
"S1054_2008",1.17387180053596,-0.0887082285934474,"S1054",2008,"2080033010","SWE"
"S1054_2010",2.22905188444194,-0.59184102607454,"S1054",2010,"2080033010","SWE"
"S1054_2013",0.734593561432433,-0.0902282516579297,"S1054",2013,"2080033010","SWE"
"S10580_2005",-0.261713520467234,-2.09335463514726,"S10580",2005,"7080047060","USA"
"S10580_2006",-0.287790058613565,-1.98222380283391,"S10580",2006,"7080047060","USA"
"S10580_2007",-0.193462435778405,-2.27168151788293,"S10580",2007,"7080047060","USA"
"S10580_2010",-1.70369012985567,-2.63814615957979,"S10580",2010,"7080047060","USA"
"S10580_2011",-1.2263184242094,-2.55871954815496,"S10580",2011,"7080047060","USA"
"S10580_2004",-0.331361512418761,-1.9590902874935,"S10580",2004,"7080047060","USA"
"S10580_2013",-0.468429572411975,-2.4923587458057,"S10580",2013,"7080047060","USA"
"S10580_2008",-0.0974855956347163,-2.27850712431141,"S10580",2008,"7080047060","USA"
"S10580_2009",-1.48625030575936,-2.53501330038739,"S10580",2009,"7080047060","USA"
"S10580_2012",-0.241419387656436,-2.05025872783784,"S10580",2012,"7080047060","USA"
"S1060_2004",-2.66647864505815,0.48465175086864,"S1060",2004,"2080033020","SWE"
"S1060_2006",-1.61063628806307,0.559494425633387,"S1060",2006,"2080033020","SWE"
"S1060_2007",-3.81121167691655,0.0452796800798078,"S1060",2007,"2080033020","SWE"
"S1060_2008",-3.88108617793798,0.148053974960405,"S1060",2008,"2080033020","SWE"
"S1060_2009",-3.85092224517464,0.157962474356769,"S1060",2009,"2080033020","SWE"
"S1060_2010",-3.7731130434666,0.140566015581206,"S1060",2010,"2080033020","SWE"
"S1060_2011",-3.33177051783772,0.033283309231672,"S1060",2011,"2080033020","SWE"
"S1060_2012",-3.82405759405227,0.0533319006216791,"S1060",2012,"2080033020","SWE"
"S1060_2013",-3.75926756382929,0.0131001054317083,"S1060",2013,"2080033020","SWE"
"S1060_2005",-3.02095973611411,0.405182419056463,"S1060",2005,"2080033020","SWE"
"S1065_2011",-1.69929596083911,0.862467736889035,"S1065",2011,"2080033010","SWE"
"S1065_2012",-1.36464619545343,0.751680327268069,"S1065",2012,"2080033010","SWE"
"S1065_2013",-1.40733123344863,0.765811413789559,"S1065",2013,"2080033010","SWE"
"S1065_2004",-1.15883821279371,0.233248436804394,"S1065",2004,"2080033010","SWE"
"S1065_2006",-1.68070665312767,0.740032013101329,"S1065",2006,"2080033010","SWE"
"S1065_2007",-1.69929596083911,0.862467736889035,"S1065",2007,"2080033010","SWE"
"S1065_2008",-1.57093203059046,0.713022081536185,"S1065",2008,"2080033010","SWE"
"S1065_2009",-1.69929596083911,0.862467736889035,"S1065",2009,"2080033010","SWE"
"S1065_2010",-1.55832366126614,0.698342988951893,"S1065",2010,"2080033010","SWE"
"S10806_2005",0.457991606922639,-2.11586123195826,"S10806",2005,"7080047060","USA"
"S10806_2006",1.14308012564666,-1.98210709216284,"S10806",2006,"7080047060","USA"
"S10806_2008",-0.607271688684832,-2.43706119801281,"S10806",2008,"7080047060","USA"
"S10806_2010",-0.903587192737443,-2.06790440311086,"S10806",2010,"7080047060","USA"
"S10806_2013",1.29302148497348,-1.682161558513,"S10806",2013,"7080047060","USA"
"S10806_2004",-0.385061400019459,-2.04807857869786,"S10806",2004,"7080047060","USA"
"S10806_2007",-0.144649384824818,-2.03158925416199,"S10806",2007,"7080047060","USA"
"S10806_2011",-1.56013563965067,-2.10501081463707,"S10806",2011,"7080047060","USA"
"S10806_2012",-0.143765940940509,-2.13804491211113,"S10806",2012,"7080047060","USA"
"S10806_2009",-0.647333666012621,-2.59588265812431,"S10806",2009,"7080047060","USA"
"S1081_2004",-1.35399709337275,0.748154890957221,"S1081",2004,"2080033020","SWE"
"S1081_2006",-0.381294119868012,0.310084979370752,"S1081",2006,"2080033020","SWE"
"S1081_2007",-0.41148977037669,0.357561060068034,"S1081",2007,"2080033020","SWE"
"S1081_2008",-2.49889129885541,0.428967928787343,"S1081",2008,"2080033020","SWE"
"S1081_2009",-1.2475327127229,0.371228419715934,"S1081",2009,"2080033020","SWE"
"S1081_2010",-1.50587924119515,0.642188554866609,"S1081",2010,"2080033020","SWE"
"S1081_2011",-2.76447413791506,0.298956643164315,"S1081",2011,"2080033020","SWE"
"S1081_2012",-1.77552903229562,0.295707966478334,"S1081",2012,"2080033020","SWE"
"S1081_2013",-0.52165753451021,0.443595928479246,"S1081",2013,"2080033020","SWE"
"S1081_2005",-1.69929596083911,0.862467736889035,"S1081",2005,"2080033020","SWE"
"S1087_2012",0.278206204497244,-1.99837931273101,"S1087",2012,"2080053790","GBR"
"S1087_2005",0.204157687041517,-2.02527134789928,"S1087",2005,"2080053790","GBR"
"S1087_2007",1.0508627134172,-1.70365063357033,"S1087",2007,"2080053790","GBR"
"S1087_2004",0.171503613551115,-2.00665092112773,"S1087",2004,"2080053790","GBR"
"S1087_2006",0.266671283524672,-2.08777403994277,"S1087",2006,"2080053790","GBR"
"S1087_2008",0.540489110253256,-1.91419675601182,"S1087",2008,"2080053790","GBR"
"S1087_2009",0.49294142282674,-1.80979879835042,"S1087",2009,"2080053790","GBR"
"S1087_2010",0.719163548905889,-1.76899429664272,"S1087",2010,"2080053790","GBR"
"S1087_2013",0.387339209386547,-1.97003512525667,"S1087",2013,"2080053790","GBR"
"S10918_2006",-0.00158542704052438,-3.1618676784082,"S10918",2006,"7080047060","USA"
"S10918_2008",0.44934996667099,-3.03674288363017,"S10918",2008,"7080047060","USA"
"S10918_2010",-0.0488248100546359,-2.33976007334807,"S10918",2010,"7080047060","USA"
"S10918_2007",0.268797124579464,-2.93862025864796,"S10918",2007,"7080047060","USA"
"S10918_2012",-1.36607663775521,-1.76171347347255,"S10918",2012,"7080047060","USA"
"S10918_2013",0.437595191714094,-2.99592998455905,"S10918",2013,"7080047060","USA"
"S10918_2005",2.45726375712565,-0.80825207201583,"S10918",2005,"7080047060","USA"
"S10918_2011",0.521826730067777,-3.06079717929562,"S10918",2011,"7080047060","USA"
"S10918_2004",0.720737801137027,-2.50641320092834,"S10918",2004,"7080047060","USA"
"S10918_2009",-0.366608672349199,-2.19226843287513,"S10918",2009,"7080047060","USA"
"S1095_2007",1.96198829185263,-0.0045363938929992,"S1095",2007,"2080020120","ESP"
"S1095_2008",2.04375486939184,0.0659013490913558,"S1095",2008,"2080020120","ESP"
"S1095_2010",1.80385481642303,-0.140760330796704,"S1095",2010,"2080020120","ESP"
"S1095_2009",1.80298789665007,-0.116700413852913,"S1095",2009,"2080020120","ESP"
"S1095_2004",1.93278594273148,-0.0296927306731261,"S1095",2004,"2080020120","ESP"
"S1095_2005",1.86041887131565,-0.0920332777563778,"S1095",2005,"2080020120","ESP"
"S1095_2006",1.78194385588474,-0.109671976105653,"S1095",2006,"2080020120","ESP"
"S1095_2011",2.0004428703983,0.0285902674115244,"S1095",2011,"2080020120","ESP"
"S1095_2012",0.816575362522195,-0.935333952796797,"S1095",2012,"2080020120","ESP"
"S1095_2013",1.25965000269123,-0.609565066840704,"S1095",2013,"2080020120","ESP"
"S1100_2004",-5.66264225760981,-2.89692531859565,"S1100",2004,"2080033020","SWE"
"S1100_2005",-4.941392237618,-0.813839429624339,"S1100",2005,"2080033020","SWE"
"S1100_2006",-5.58287568796567,-2.24641782787714,"S1100",2006,"2080033020","SWE"
"S1100_2007",-5.18017477161705,-1.36147785968147,"S1100",2007,"2080033020","SWE"
"S1100_2008",-5.31234519349001,-1.63179476659969,"S1100",2008,"2080033020","SWE"
"S1100_2009",-5.52650349275048,-1.81518420661763,"S1100",2009,"2080033020","SWE"
"S1100_2010",-4.64971693322079,-2.43339257442941,"S1100",2010,"2080033020","SWE"
"S1100_2011",-4.81135578896237,-0.560803667832683,"S1100",2011,"2080033020","SWE"
"S1100_2012",-4.8838005434173,-0.654007751792449,"S1100",2012,"2080033020","SWE"
"S1100_2013",-4.36328993834454,-0.607831839026233,"S1100",2013,"2080033020","SWE"
"S1111_2004",-3.52148814563197,-1.86755339114639,"S1111",2004,"2080033020","SWE"
"S1111_2005",-1.59584080531155,0.699258815841999,"S1111",2005,"2080033020","SWE"
"S1111_2006",-1.55908286582733,0.699226880735001,"S1111",2006,"2080033020","SWE"
"S1111_2007",-2.37210892765256,0.0603779038776795,"S1111",2007,"2080033020","SWE"
"S1111_2008",-1.69929596083911,0.862467736889035,"S1111",2008,"2080033020","SWE"
"S1111_2009",-1.62335278584277,-0.0985051529652843,"S1111",2009,"2080033020","SWE"
"S1111_2010",-1.69929596083911,0.862467736889035,"S1111",2010,"2080033020","SWE"
"S1111_2011",-1.99686593774529,-0.395587430604262,"S1111",2011,"2080033020","SWE"
"S1111_2012",-2.28981627240954,-0.308854337765473,"S1111",2012,"2080033020","SWE"
"S1111_2013",-2.07816959932936,0.4107958631017,"S1111",2013,"2080033020","SWE"
"S1112_2005",-0.725445275136458,0.195399416526329,"S1112",2005,"2080033090","SWE"
"S1112_2008",-0.18153940359018,-0.221153765476588,"S1112",2008,"2080033090","SWE"
"S1112_2004",-0.87843153633822,-0.164645841988062,"S1112",2004,"2080033090","SWE"
"S1112_2006",-0.713621777656295,0.316846320607253,"S1112",2006,"2080033090","SWE"
"S1112_2007",0.182450117573156,-0.0164328239329788,"S1112",2007,"2080033090","SWE"
"S1112_2010",-1.41511889108318,-0.470676741171377,"S1112",2010,"2080033090","SWE"
"S1112_2011",0.170228313019103,-0.895416666572585,"S1112",2011,"2080033090","SWE"
"S1112_2012",-0.435373182796394,-0.0437842907324046,"S1112",2012,"2080033090","SWE"
"S1112_2009",-0.96626598297503,-0.386759823212771,"S1112",2009,"2080033090","SWE"
"S1112_2013",-0.115051683532544,-1.98211994543954,"S1112",2013,"2080033090","SWE"
"S11151_2004",2.52793341283396,-1.01849471462006,"S11151",2004,"7080047060","USA"
"S11151_2006",1.21504511968203,-1.52832220319348,"S11151",2006,"7080047060","USA"
"S11151_2007",0.875460952701894,-2.36034893517649,"S11151",2007,"7080047060","USA"
"S11151_2010",0.969457152091663,-1.37111946465155,"S11151",2010,"7080047060","USA"
"S11151_2011",0.172960394123322,-2.38877775584733,"S11151",2011,"7080047060","USA"
"S11151_2005",0.404117819836052,-2.0551476375731,"S11151",2005,"7080047060","USA"
"S11151_2009",0.479085392454842,-1.48340971897384,"S11151",2009,"7080047060","USA"
"S11151_2013",0.675456313304503,-1.76753950861111,"S11151",2013,"7080047060","USA"
"S11151_2008",1.07176163477866,-1.67881427609433,"S11151",2008,"7080047060","USA"
"S11151_2012",1.06483477591216,-1.35291942811078,"S11151",2012,"7080047060","USA"
"S1117_2005",-0.88277985972926,0.795871796799418,"S1117",2005,"2080033090","SWE"
"S1117_2004",-1.81095992591324,-0.135504340784898,"S1117",2004,"2080033090","SWE"
"S1117_2006",-1.69929596083911,0.862467736889035,"S1117",2006,"2080033090","SWE"
"S1117_2007",-1.12546716017768,0.176218471443853,"S1117",2007,"2080033090","SWE"
"S1117_2010",-1.43558922115624,0.211898313950346,"S1117",2010,"2080033090","SWE"
"S1117_2011",-2.11393890348379,0.456506123938511,"S1117",2011,"2080033090","SWE"
"S1117_2012",-0.862505169282999,-0.865024231949609,"S1117",2012,"2080033090","SWE"
"S1117_2013",-1.19474484093875,-0.514166334351701,"S1117",2013,"2080033090","SWE"
"S1117_2009",-1.87948205900511,0.400701673873527,"S1117",2009,"2080033090","SWE"
"S1121_2011",-3.08439813056561,-0.209342762727334,"S1121",2011,"2080033020","SWE"
"S1121_2004",-4.98409928883258,-1.47299155987145,"S1121",2004,"2080033020","SWE"
"S1121_2005",-4.59848946283841,-0.191366753041519,"S1121",2005,"2080033020","SWE"
"S1121_2009",-1.51236949283546,-0.272904064360505,"S1121",2009,"2080033020","SWE"
"S1121_2012",-1.48959584649368,-0.31630463608391,"S1121",2012,"2080033020","SWE"
"S1121_2013",-0.5892424414504,-0.376268130322049,"S1121",2013,"2080033020","SWE"
"S1121_2006",-4.19653503457594,-0.3640780123845,"S1121",2006,"2080033020","SWE"
"S1121_2008",-4.38321894522297,-0.204472508874493,"S1121",2008,"2080033020","SWE"
"S11264_2010",2.42088420777117,-0.781055509385902,"S11264",2010,"7080047060","USA"
"S11264_2013",2.21685178760372,-0.730280344383219,"S11264",2013,"7080047060","USA"
"S11264_2004",0.885847805781393,-1.77650176691899,"S11264",2004,"7080047060","USA"
"S11264_2005",0.537456269875473,-1.89198387885814,"S11264",2005,"7080047060","USA"
"S11264_2007",1.39818118155821,-1.83101628953594,"S11264",2007,"7080047060","USA"
"S11264_2008",1.54418394875059,-1.94682209932523,"S11264",2008,"7080047060","USA"
"S11264_2009",1.14636119145193,-1.93742870973565,"S11264",2009,"7080047060","USA"
"S11264_2011",1.89630017095839,-1.16701970085698,"S11264",2011,"7080047060","USA"
"S11264_2006",1.87088005448857,-1.51458053234044,"S11264",2006,"7080047060","USA"
"S11264_2012",1.41940409870433,-1.09703794662794,"S11264",2012,"7080047060","USA"
"S11286_2008",0.230524534660875,-2.21696552321932,"S11286",2008,"2080053790","GBR"
"S11286_2009",0.235143533484261,-2.18963469410211,"S11286",2009,"2080053790","GBR"
"S11286_2006",1.93667219911175,-0.84146355327574,"S11286",2006,"2080053790","GBR"
"S11286_2007",0.281749604017912,-2.25605956885658,"S11286",2007,"2080053790","GBR"
"S11286_2010",0.3404649649577,-2.183531064708,"S11286",2010,"2080053790","GBR"
"S11286_2011",0.336239454893834,-2.17514241739921,"S11286",2011,"2080053790","GBR"
"S11286_2012",0.277170226023896,-2.24748339634014,"S11286",2012,"2080053790","GBR"
"S11286_2013",0.0255320989689269,-2.23190645366968,"S11286",2013,"2080053790","GBR"
"S11286_2004",0.407667008586437,-1.86107356497099,"S11286",2004,"2080053790","GBR"
"S11286_2005",0.175049768365541,-1.99228200591014,"S11286",2005,"2080053790","GBR"
"S1129_2007",-4.38074021633138,-0.0281925729544198,"S1129",2007,"2080033020","SWE"
"S1129_2011",-2.60144769800862,-0.261523611021153,"S1129",2011,"2080033020","SWE"
"S1129_2004",-4.17668565980662,-0.592293088652036,"S1129",2004,"2080033020","SWE"
"S1129_2005",-4.1649620354869,-0.0702759372143528,"S1129",2005,"2080033020","SWE"
"S1129_2009",-3.01989402636197,-0.211706083457708,"S1129",2009,"2080033020","SWE"
"S1129_2010",-3.0851732629355,-0.311114340157443,"S1129",2010,"2080033020","SWE"
"S1129_2012",-2.73025329729423,-0.167307883620476,"S1129",2012,"2080033020","SWE"
"S1129_2013",0.372366676762692,-0.369798616293101,"S1129",2013,"2080033020","SWE"
"S1129_2006",-2.61711039464489,-0.303725137470789,"S1129",2006,"2080033020","SWE"
"S1129_2008",-3.36323264672613,-0.177831068618114,"S1129",2008,"2080033020","SWE"
"S1133_2008",2.42970249179336,0.249572218309048,"S1133",2008,"2080021030","FRA"
"S1133_2012",2.22606369325438,-0.153937080524413,"S1133",2012,"2080021030","FRA"
"S1133_2005",2.09527475103238,0.271674331589076,"S1133",2005,"2080021030","FRA"
"S1133_2006",2.20352630907499,-0.0642492537856938,"S1133",2006,"2080021030","FRA"
"S1133_2007",2.28387651804825,0.251059731073047,"S1133",2007,"2080021030","FRA"
